month,company,offer_id,offer,category,channel,units_sold,capacity_units,price,unit_cost,repeat_rate,satisfaction,growth_rate,lead_time_days,is_service,is_synthetic
2025-10-01,義大開發,D2-02-05,樂園一日票-方案2,樂園一日票,線上,75,92,7192,2445,0.435,4.43,0.039,23,1,True
2025-11-01,義大開發,D2-02-05,樂園一日票-方案2,樂園一日票,線上,91,113,7192,2445,0.406,3.97,0.074,20,1,True
2025-12-01,義大開發,D2-02-05,樂園一日票-方案2,樂園一日票,線上,106,124,7192,2445,0.44,3.55,0.082,19,1,True
2025-01-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,50,103,4464,1786,0.194,3.58,-0.117,3,1,True
2025-02-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,55,94,4464,1786,0.133,3.4,-0.079,4,1,True
2025-03-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,45,96,4464,1786,0.204,3.33,-0.084,4,1,True
2025-04-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,55,99,4464,1786,0.136,3.54,-0.04,7,1,True
2025-05-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,43,78,4464,1786,0.166,3.88,-0.092,5,1,True
2025-06-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,50,90,4464,1786,0.105,3.63,-0.044,6,1,True
2025-07-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,40,86,4464,1786,0.208,3.68,-0.111,3,1,True
2025-08-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,33,62,4464,1786,0.143,3.79,-0.089,4,1,True
2025-09-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,32,56,4464,1786,0.124,3.41,-0.061,7,1,True
2025-10-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,36,63,4464,1786,0.172,3.67,-0.062,5,1,True
2025-11-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,44,82,4464,1786,0.148,3.61,-0.07,7,1,True
2025-12-01,義大開發,D2-02-06,購物樂園套票-方案2,購物樂園套票,門市,36,65,4464,1786,0.177,3.48,-0.033,6,1,True
2025-01-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,36,60,5146,2367,0.301,3.72,-0.065,10,1,True
2025-02-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,39,66,5146,2367,0.225,3.59,0.011,7,1,True
2025-03-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,40,64,5146,2367,0.22,3.64,-0.017,11,1,True
2025-04-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,43,72,5146,2367,0.186,3.67,-0.058,10,1,True
2025-05-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,40,60,5146,2367,0.201,3.58,-0.119,10,1,True
2025-06-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,40,65,5146,2367,0.252,3.53,-0.056,7,1,True
2025-07-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,46,73,5146,2367,0.256,,-0.038,9,1,True
2025-08-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,48,84,5146,2367,0.302,3.72,-0.043,11,1,True
2025-09-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,31,50,5146,2367,0.274,3.54,-0.087,7,1,True
2025-10-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,34,60,5146,2367,0.257,3.74,-0.032,7,1,True
2025-11-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,33,50,5146,2367,0.272,3.76,-0.078,11,1,True
2025-12-01,義大開發,D2-02-07,兩天一夜度假-方案2,兩天一夜度假,活動,37,68,5146,2367,0.255,3.46,0.02,11,1,True
2025-01-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,65,93,5828,3031,0.35,3.94,-0.038,14,1,True
2025-02-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,67,95,5828,3031,0.333,3.49,0.032,13,1,True
2025-03-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,61,85,5828,3031,0.263,3.6,0.044,11,1,True
2025-04-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,66,101,5828,3031,0.394,3.69,-0.039,14,1,True
2025-05-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,74,114,5828,3031,0.337,3.81,0.008,14,1,True
2025-06-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,58,82,5828,3031,0.301,3.84,-0.018,15,1,True
2025-07-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,50,78,5828,3031,0.244,3.91,-0.08,14,1,True
2025-08-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,64,104,5828,3031,0.28,3.5,-0.028,13,1,True
2025-09-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,48,70,5828,3031,0.28,4.19,-0.04,15,1,True
2025-10-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,50,72,5828,3031,0.299,3.81,-0.031,14,1,True
2025-11-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,51,72,5828,3031,0.332,3.65,0.015,15,1,True
2025-12-01,義大開發,D2-02-08,三天兩夜深度假期-方案2,三天兩夜深度假期,會員,70,95,5828,3031,0.367,3.78,0.046,11,1,True
2025-01-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,73,102,6510,2213,0.423,3.76,0.015,18,1,True
2025-02-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,87,116,6510,2213,0.381,4.19,0.034,16,1,True
2025-03-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,78,101,6510,2213,0.362,3.82,0.046,17,1,True
2025-04-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,78,95,6510,2213,0.346,3.87,-0.016,18,1,True
2025-05-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,76,103,6510,2213,0.445,4.01,0.092,16,1,True
2025-06-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,79,104,6510,2213,0.376,3.72,0.068,18,1,True
2025-07-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,84,111,6510,2213,0.325,3.89,0.073,18,1,True
2025-08-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,64,96,6510,2213,0.348,3.81,0.063,16,1,True
2025-09-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,56,70,6510,2213,0.435,3.87,0.003,15,1,True
2025-10-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,64,82,6510,2213,0.409,4.07,0.064,15,1,True
2025-11-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,60,74,6510,2213,0.396,3.82,0.015,17,1,True
2025-12-01,義大開發,D2-02-09,樂園一日票-方案3,樂園一日票,線上,77,99,6510,2213,0.405,4.07,0.036,16,1,True
2025-01-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,93,107,7192,2877,0.404,3.98,0.09,21,1,True
2025-02-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,102,118,7192,2877,0.409,4.12,0.072,21,1,True
2025-03-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,94,108,7192,2877,0.447,4.3,0.027,21,1,True
2025-04-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,99,123,7192,2877,0.437,4.51,0.029,21,1,True
2025-05-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,87,93,7192,2877,0.437,4.28,0.038,20,1,True
2025-06-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,102,121,7192,2877,0.449,3.79,0.143,21,1,True
2025-07-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,92,102,7192,2877,0.449,3.84,0.118,21,1,True
2025-08-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,97,119,7192,2877,0.421,4.05,0.079,20,1,True
2025-09-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,80,102,7192,2877,0.421,4.21,0.073,23,1,True
2025-10-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,76,92,7192,2877,0.429,4.3,0.065,20,1,True
2025-11-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,82,98,7192,2877,0.413,4.09,0.115,20,1,True
2025-12-01,義大開發,D2-02-10,購物樂園套票-方案3,購物樂園套票,門市,86,102,7192,2877,0.453,3.94,0.029,21,1,True
2025-01-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,33,54,4464,2053,0.087,3.72,-0.152,4,1,True
2025-02-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,52,91,4464,2053,0.153,3.46,-0.099,6,1,True
2025-03-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,58,113,4464,2053,0.148,3.61,-0.094,6,1,True
2025-04-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,49,86,4464,2053,0.079,3.32,-0.049,6,1,True
2025-05-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,60,103,4464,2053,0.201,3.5,-0.088,5,1,True
2025-06-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,47,77,4464,2053,0.15,3.54,-0.153,6,1,True
2025-07-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,42,74,4464,2053,0.233,3.42,-0.128,3,1,True
2025-08-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,32,54,4464,2053,0.17,3.36,-0.077,3,1,True
2025-09-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,36,75,4464,2053,0.14,3.19,-0.13,7,1,True
2025-10-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,32,61,4464,2053,0.208,3.64,-0.104,7,1,True
2025-11-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,35,63,4464,2053,0.159,3.69,-0.065,5,1,True
2025-12-01,義大開發,D2-02-11,兩天一夜度假-方案3,兩天一夜度假,活動,47,96,4464,2053,0.181,3.53,0.014,7,1,True
2025-01-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,38,65,5146,2676,0.267,3.38,0.001,11,1,True
2025-02-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,65,99,5146,2676,0.253,3.74,-0.055,8,1,True
2025-03-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,60,94,5146,2676,0.247,3.82,-0.016,7,1,True
2025-04-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,62,96,5146,2676,0.273,3.65,-0.088,9,1,True
2025-05-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,67,97,5146,2676,0.307,3.65,0.03,9,1,True
2025-06-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,55,93,5146,2676,0.23,3.43,-0.053,8,1,True
2025-07-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,43,66,5146,2676,0.235,3.79,-0.094,8,1,True
2025-08-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,57,83,5146,2676,0.219,3.87,-0.005,7,1,True
2025-09-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,34,56,5146,2676,0.167,3.4,-0.061,11,1,True
2025-10-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,46,78,5146,2676,0.255,4.16,-0.072,7,1,True
2025-11-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,51,71,5146,2676,0.18,3.93,-0.034,10,1,True
2025-12-01,義大開發,D2-02-12,三天兩夜深度假期-方案3,三天兩夜深度假期,會員,58,102,5146,2676,0.232,3.48,-0.021,11,1,True
2025-01-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,46,76,5828,1982,0.293,3.79,0.031,11,1,True
2025-02-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,59,86,5828,1982,0.238,3.72,-0.022,13,1,True
2025-03-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,65,88,5828,1982,0.156,3.77,0.011,15,1,True
2025-04-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,52,73,5828,1982,0.338,3.63,0.028,11,1,True
2025-05-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,62,87,5828,1982,0.38,3.52,-0.024,11,1,True
2025-06-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,58,78,5828,1982,0.352,3.92,-0.022,14,1,True
2025-07-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,47,64,5828,1982,0.233,3.64,-0.051,11,1,True
2025-08-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,48,76,5828,1982,0.28,4.16,-0.003,13,1,True
2025-09-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,43,65,5828,1982,0.301,3.7,0.009,15,1,True
2025-10-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,42,58,5828,1982,0.226,3.76,-0.005,12,1,True
2025-11-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,50,69,5828,1982,0.288,3.88,-0.013,12,1,True
2025-12-01,義大開發,D2-02-13,樂園一日票-方案4,樂園一日票,線上,37,51,5828,1982,0.287,3.53,0.028,13,1,True
2025-01-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,63,82,6510,2604,0.358,3.98,0.047,19,1,True
2025-02-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,76,107,6510,2604,0.369,4.12,0.013,19,1,True
2025-03-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,75,99,6510,2604,0.34,3.8,0.085,17,1,True
2025-04-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,79,101,6510,2604,0.377,4.06,-0.005,18,1,True
2025-05-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,76,99,6510,2604,0.362,4.39,-0.004,16,1,True
2025-06-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,85,114,6510,2604,0.384,3.99,0.065,18,1,True
2025-07-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,88,121,6510,2604,0.354,3.97,-0.003,18,1,True
2025-08-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,72,88,6510,2604,0.403,4.15,0.032,19,1,True
2025-09-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,61,78,6510,2604,0.397,4.15,0.069,19,1,True
2025-10-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,60,85,6510,2604,0.391,3.85,0.033,17,1,True
2025-11-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,60,82,6510,2604,0.378,3.75,-0.005,16,1,True
2025-12-01,義大開發,D2-02-14,購物樂園套票-方案4,購物樂園套票,門市,73,100,6510,2604,0.372,4.3,-0.002,16,1,True
2025-01-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,73,86,7192,3308,0.486,4.2,0.134,19,1,True
2025-02-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,108,130,7192,3308,0.393,4.14,0.109,23,1,True
2025-03-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,95,120,7192,3308,0.481,4.16,0.151,23,1,True
2025-04-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,100,115,7192,3308,0.389,4.14,0.137,19,1,True
2025-05-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,95,116,7192,3308,0.428,4.15,0.128,19,1,True
2025-06-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,91,114,7192,3308,0.425,4.08,0.059,21,1,True
2025-07-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,88,114,7192,3308,0.432,3.92,0.076,22,1,True
2025-08-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,94,122,7192,3308,0.425,3.84,0.076,21,1,True
2025-09-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,74,83,7192,3308,0.419,3.85,0.049,20,1,True
2025-10-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,72,88,7192,3308,0.434,4.02,0.045,21,1,True
2025-11-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,72,83,7192,3308,0.458,3.7,0.068,22,1,True
2025-12-01,義大開發,D2-02-15,兩天一夜度假-方案4,兩天一夜度假,活動,89,100,7192,3308,0.471,4.12,0.051,19,1,True
2025-01-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,45,76,4464,2321,0.164,3.51,-0.134,7,1,True
2025-02-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,49,93,4464,2321,0.177,3.49,-0.069,3,1,True
2025-03-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,32,54,4464,2321,0.212,3.62,-0.124,3,1,True
2025-04-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,51,92,4464,2321,0.115,3.71,-0.066,6,1,True
2025-05-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,40,70,4464,2321,0.185,3.64,-0.085,4,1,True
2025-06-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,38,63,4464,2321,0.145,3.46,-0.079,4,1,True
2025-07-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,54,95,4464,2321,0.241,3.42,-0.062,4,1,True
2025-08-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,29,52,4464,2321,0.146,3.62,-0.081,7,1,True
2025-09-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,26,44,4464,2321,0.164,3.26,-0.031,3,1,True
2025-10-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,24,41,4464,2321,0.16,3.24,-0.036,7,1,True
2025-11-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,29,50,4464,2321,,3.86,-0.112,3,1,True
2025-12-01,義大開發,D2-02-16,三天兩夜深度假期-方案4,三天兩夜深度假期,會員,40,79,4464,2321,0.177,3.27,-0.048,7,1,True
