date,company,offer,channel,segment,price,base_price,discount_rate,marketing_spend,competitor_price_index,holiday_flag,units_sold,unit_cost,fixed_cost,is_synthetic
2025-07-21,義大開發,樂園一日票,online,熟客,4644.18,5472.0,0.151,37174.95,0.9,1,168,3001.52,136800.0,True
2025-07-28,義大開發,購物樂園套票,store,熟客,6313.37,6688.0,0.056,62923.6,0.919,1,191,3780.25,167200.0,True
2025-08-04,義大開發,兩天一夜度假,event,熟客,7904.0,7904.0,0.0,74696.35,0.927,1,195,4508.4,197600.0,True
2025-08-11,義大開發,三天兩夜深度假期,member,熟客,7759.96,9120.0,0.149,114266.91,0.841,1,319,5093.09,228000.0,True
2025-08-18,義大開發,樂園一日票,online,親子,4464.01,5472.0,0.184,34640.95,0.98,1,152,2925.13,136800.0,True
2025-08-25,義大開發,購物樂園套票,store,親子,6070.69,6688.0,0.092,70749.96,0.886,1,215,3997.68,167200.0,True
2025-09-01,義大開發,兩天一夜度假,event,親子,6265.46,7904.0,0.207,93282.86,1.024,0,288,4495.21,197600.0,True
2025-09-08,義大開發,三天兩夜深度假期,member,親子,7796.22,9120.0,0.145,140251.92,0.977,0,336,5025.55,228000.0,True
2025-09-15,義大開發,樂園一日票,online,年輕族群,4362.67,5472.0,0.203,29103.43,0.963,0,147,2951.55,136800.0,True
2025-09-22,義大開發,購物樂園套票,store,年輕族群,5363.83,6688.0,0.198,80521.79,1.108,0,241,3801.32,167200.0,True
2025-09-29,義大開發,兩天一夜度假,event,年輕族群,6731.65,7904.0,0.148,85285.06,0.861,0,256,4231.6,197600.0,True
2025-10-06,義大開發,三天兩夜深度假期,member,年輕族群,8649.23,9120.0,0.052,144367.09,1.102,0,315,4965.47,228000.0,True
2025-01-06,義大開發,樂園一日票,online,新客,4449.88,5472.0,0.187,50424.12,0.962,0,184,3191.43,136800.0,True
2025-01-13,義大開發,購物樂園套票,store,新客,6329.96,6688.0,0.054,50535.39,1.086,0,162,3594.84,167200.0,True
2025-01-20,義大開發,兩天一夜度假,event,新客,7904.0,7904.0,0.0,75663.84,0.961,0,177,4468.7,197600.0,True
2025-01-27,義大開發,三天兩夜深度假期,member,新客,8149.65,9120.0,0.106,131201.49,1.013,0,305,5191.22,228000.0,True
2025-02-03,義大開發,樂園一日票,online,熟客,5472.0,5472.0,0.0,31570.56,1.04,1,141,3124.14,136800.0,True
2025-02-10,義大開發,購物樂園套票,store,熟客,5778.92,6688.0,0.136,69495.25,0.945,1,211,3797.64,167200.0,True
2025-02-17,義大開發,兩天一夜度假,event,熟客,7552.89,7904.0,0.044,82995.91,1.084,1,227,4401.58,197600.0,True
2025-02-24,義大開發,三天兩夜深度假期,member,熟客,9060.74,9120.0,0.006,104801.39,0.999,1,243,5446.43,228000.0,True
2025-03-03,義大開發,樂園一日票,online,親子,4341.94,5472.0,0.207,50838.3,1.094,0,187,3102.44,136800.0,True
2025-03-10,義大開發,購物樂園套票,store,親子,5980.57,6688.0,0.106,73461.1,0.982,0,217,3576.28,167200.0,True
2025-03-17,義大開發,兩天一夜度假,event,親子,6685.87,7904.0,0.154,95166.1,0.978,0,260,4214.31,197600.0,True
2025-03-24,義大開發,三天兩夜深度假期,member,親子,8258.02,9120.0,0.095,116823.22,0.929,0,268,4944.87,228000.0,True
2025-03-31,義大開發,樂園一日票,online,年輕族群,4441.09,5472.0,0.188,59639.56,0.876,0,202,2908.19,136800.0,True
2025-04-07,義大開發,購物樂園套票,store,年輕族群,5786.06,6688.0,0.135,63396.62,1.039,0,212,3838.14,167200.0,True
2025-04-14,義大開發,兩天一夜度假,event,年輕族群,7443.16,7904.0,0.058,100217.93,0.989,0,224,4376.47,197600.0,True
2025-04-21,義大開發,三天兩夜深度假期,member,年輕族群,7728.26,9120.0,0.153,105997.71,0.958,0,289,5060.8,228000.0,True
2025-04-28,義大開發,樂園一日票,online,新客,4354.23,5472.0,0.204,57981.28,0.982,0,217,3140.34,136800.0,True
2025-05-05,義大開發,購物樂園套票,store,新客,5515.35,6688.0,0.175,56979.44,0.986,0,211,3716.74,167200.0,True
2025-05-12,義大開發,兩天一夜度假,event,新客,7404.29,7904.0,0.063,87809.27,0.975,0,203,4412.18,197600.0,True
2025-05-19,義大開發,三天兩夜深度假期,member,新客,7314.31,9120.0,0.198,119285.86,0.919,0,346,5108.98,228000.0,True
2025-05-26,義大開發,樂園一日票,online,熟客,5472.0,5472.0,0.0,29325.5,1.007,0,122,3115.82,136800.0,True
2025-06-02,義大開發,購物樂園套票,store,熟客,5879.16,6688.0,0.121,76620.49,0.992,0,209,3825.87,167200.0,True
2025-06-09,義大開發,兩天一夜度假,event,熟客,7122.02,7904.0,0.099,89840.89,1.054,0,231,4228.59,197600.0,True
2025-06-16,義大開發,三天兩夜深度假期,member,熟客,7956.39,9120.0,0.128,93395.27,1.022,0,256,5169.54,228000.0,True
2025-06-23,義大開發,樂園一日票,online,親子,4973.02,5472.0,0.091,59408.28,0.816,0,188,3153.66,136800.0,True
2025-06-30,義大開發,購物樂園套票,store,親子,5738.19,6688.0,0.142,72262.4,0.927,0,219,3753.42,167200.0,True
2025-07-07,義大開發,兩天一夜度假,event,親子,7317.51,7904.0,0.074,80069.54,1.051,1,217,4462.34,197600.0,True
2025-07-14,義大開發,三天兩夜深度假期,member,親子,8071.47,9120.0,0.115,127889.81,0.831,1,328,5221.46,228000.0,True
2025-07-21,義大開發,樂園一日票,online,年輕族群,4590.78,5472.0,0.161,54053.53,0.906,1,192,3164.47,136800.0,True
2025-07-28,義大開發,購物樂園套票,store,年輕族群,6285.2,6688.0,0.06,75009.71,1.022,1,216,3750.26,167200.0,True
2025-08-04,義大開發,兩天一夜度假,event,年輕族群,6710.15,7904.0,0.151,98455.57,1.035,1,270,4292.75,197600.0,True
2025-08-11,義大開發,三天兩夜深度假期,member,年輕族群,7752.27,9120.0,0.15,126975.4,1.115,1,312,5003.56,228000.0,True
2025-08-18,義大開發,樂園一日票,online,新客,4451.4,5472.0,0.187,53418.29,0.92,1,193,3273.73,136800.0,True
2025-08-25,義大開發,購物樂園套票,store,新客,5725.78,6688.0,0.144,79703.23,0.988,1,234,3598.14,167200.0,True
2025-09-01,義大開發,兩天一夜度假,event,新客,6996.7,7904.0,0.115,83515.71,0.841,0,223,4363.66,197600.0,True
2025-09-08,義大開發,三天兩夜深度假期,member,新客,7240.94,9120.0,0.206,113195.42,0.895,0,328,5228.86,228000.0,True
2025-09-15,義大開發,樂園一日票,online,熟客,4415.44,5472.0,0.193,45882.0,1.041,0,182,3033.82,136800.0,True
2025-09-22,義大開發,購物樂園套票,store,熟客,5368.1,6688.0,0.197,57059.21,1.029,0,193,3784.62,167200.0,True
2025-09-29,義大開發,兩天一夜度假,event,熟客,7112.67,7904.0,0.1,87821.26,0.941,0,241,4163.51,197600.0,True
2025-10-06,義大開發,三天兩夜深度假期,member,熟客,7700.31,9120.0,0.156,126740.13,0.855,0,331,5235.35,228000.0,True
2025-01-06,義大開發,樂園一日票,online,親子,4715.85,5472.0,0.138,48483.22,0.869,0,165,3020.9,136800.0,True
2025-01-13,義大開發,購物樂園套票,store,親子,6068.02,6688.0,0.093,,0.928,0,241,3820.64,167200.0,True
2025-01-20,義大開發,兩天一夜度假,event,親子,7904.0,7904.0,0.0,102756.18,0.877,0,224,4522.15,197600.0,True
2025-01-27,義大開發,三天兩夜深度假期,member,親子,7638.83,9120.0,0.162,103808.89,0.939,0,288,5274.9,228000.0,True
2025-02-03,義大開發,樂園一日票,online,年輕族群,4668.78,5472.0,0.147,48926.63,0.774,1,193,3005.29,136800.0,True
2025-02-10,義大開發,購物樂園套票,store,年輕族群,5711.89,6688.0,0.146,53310.22,1.082,1,187,3853.36,167200.0,True
2025-02-17,義大開發,兩天一夜度假,event,年輕族群,6311.21,7904.0,0.202,117565.95,0.984,1,329,4555.41,197600.0,True
2025-02-24,義大開發,三天兩夜深度假期,member,年輕族群,8781.73,9120.0,0.037,115450.94,0.91,1,268,4951.41,228000.0,True
2025-03-03,義大開發,樂園一日票,online,新客,4653.38,5472.0,0.15,38711.13,0.916,0,158,3140.07,136800.0,True
2025-03-10,義大開發,購物樂園套票,store,新客,6477.06,6688.0,0.032,56201.2,0.998,0,172,3870.92,167200.0,True
2025-03-17,義大開發,兩天一夜度假,event,新客,6348.24,7904.0,0.197,105945.48,1.029,0,296,4499.21,197600.0,True
2025-03-24,義大開發,三天兩夜深度假期,member,新客,7305.35,9120.0,0.199,122529.37,0.784,0,343,5087.35,228000.0,True
2025-03-31,義大開發,樂園一日票,online,熟客,5364.79,5472.0,0.02,40883.19,0.882,0,120,3136.43,136800.0,True
2025-04-07,義大開發,購物樂園套票,store,熟客,6260.8,6688.0,0.064,60418.93,1.01,0,173,3724.65,167200.0,True
2025-04-14,義大開發,兩天一夜度假,event,熟客,7904.0,7904.0,0.0,108812.15,0.864,0,235,4463.07,197600.0,True
2025-04-21,義大開發,三天兩夜深度假期,member,熟客,7254.26,9120.0,0.205,129418.62,0.925,0,374,5101.44,228000.0,True
2025-04-28,義大開發,樂園一日票,online,親子,5472.0,5472.0,0.0,42052.67,0.892,0,133,3139.94,136800.0,True
2025-05-05,義大開發,購物樂園套票,store,親子,5354.95,6688.0,0.199,52459.53,1.002,0,204,3790.34,167200.0,True
2025-05-12,義大開發,兩天一夜度假,event,親子,6341.96,7904.0,0.198,93629.42,0.973,0,261,4342.76,197600.0,True
2025-05-19,義大開發,三天兩夜深度假期,member,親子,8254.3,9120.0,0.095,82002.75,0.98,0,222,5120.5,228000.0,True
2025-05-26,義大開發,樂園一日票,online,年輕族群,4768.29,5472.0,0.129,54319.02,1.043,0,185,3179.56,136800.0,True
2025-06-02,義大開發,購物樂園套票,store,年輕族群,5597.1,6688.0,0.163,69547.69,0.75,0,243,3876.96,167200.0,True
2025-06-09,義大開發,兩天一夜度假,event,年輕族群,7054.16,7904.0,0.108,105429.07,1.044,0,257,4485.08,197600.0,True
2025-06-16,義大開發,三天兩夜深度假期,member,年輕族群,7762.49,9120.0,0.149,124194.7,0.933,0,313,4862.33,228000.0,True
2025-06-23,義大開發,樂園一日票,online,新客,5196.41,5472.0,0.05,50040.76,0.873,0,161,3093.63,136800.0,True
2025-06-30,義大開發,購物樂園套票,store,新客,5366.11,6688.0,0.198,68634.01,0.995,0,217,3758.15,167200.0,True
2025-07-07,義大開發,兩天一夜度假,event,新客,7485.4,7904.0,0.053,88989.71,1.028,1,225,4426.11,197600.0,True
2025-07-14,義大開發,三天兩夜深度假期,member,新客,8195.84,9120.0,0.101,122266.83,1.092,1,291,5236.83,228000.0,True
2025-07-21,義大開發,樂園一日票,online,熟客,4888.03,5472.0,0.107,45977.71,1.024,1,178,3148.78,136800.0,True
2025-07-28,義大開發,購物樂園套票,store,熟客,5689.8,6688.0,0.149,51543.38,1.006,1,191,3869.02,167200.0,True
2025-08-04,義大開發,兩天一夜度假,event,熟客,6849.2,7904.0,0.133,101799.16,1.033,1,295,4470.58,197600.0,True
2025-08-11,義大開發,三天兩夜深度假期,member,熟客,7786.73,9120.0,0.146,116510.89,0.995,1,311,5151.83,228000.0,True
2025-08-18,義大開發,樂園一日票,online,親子,4360.8,5472.0,0.203,50643.9,0.922,1,210,3059.47,136800.0,True
2025-08-25,義大開發,購物樂園套票,store,親子,6332.05,6688.0,0.053,67733.78,1.035,1,180,3877.21,167200.0,True
2025-09-01,義大開發,兩天一夜度假,event,親子,6261.23,7904.0,0.208,79320.92,0.848,0,271,4441.24,197600.0,True
2025-09-08,義大開發,三天兩夜深度假期,member,親子,8710.51,9120.0,0.045,121020.39,0.89,0,272,5214.95,228000.0,True
2025-09-15,義大開發,樂園一日票,online,年輕族群,4407.33,5472.0,0.195,42406.47,0.935,0,170,3271.95,136800.0,True
2025-09-22,義大開發,購物樂園套票,store,年輕族群,5754.47,6688.0,0.14,77061.35,0.913,0,208,3840.89,167200.0,True
2025-09-29,義大開發,兩天一夜度假,event,年輕族群,7006.91,7904.0,0.113,82580.57,1.008,0,221,4513.04,197600.0,True
2025-10-06,義大開發,三天兩夜深度假期,member,年輕族群,9120.0,9120.0,0.0,117125.6,0.929,0,262,5000.4,228000.0,True
2025-01-06,義大開發,樂園一日票,online,新客,5257.2,5472.0,0.039,66847.13,0.952,0,166,2997.51,136800.0,True
2025-01-13,義大開發,購物樂園套票,store,新客,5382.09,6688.0,0.195,62231.87,0.879,0,212,3909.49,167200.0,True
2025-01-20,義大開發,兩天一夜度假,event,新客,6594.3,7904.0,0.166,70166.64,0.882,0,211,4440.48,197600.0,True
2025-01-27,義大開發,三天兩夜深度假期,member,新客,8536.01,9120.0,0.064,134735.5,0.934,0,305,4987.87,228000.0,True
2025-02-03,義大開發,樂園一日票,online,熟客,4566.46,5472.0,0.165,62385.58,1.041,1,215,2959.84,136800.0,True
2025-02-10,義大開發,購物樂園套票,store,熟客,6675.59,6688.0,0.002,62179.67,1.106,1,153,3813.51,167200.0,True
2025-02-17,義大開發,兩天一夜度假,event,熟客,7579.02,7904.0,0.041,86427.85,0.923,1,217,4611.88,197600.0,True
2025-02-24,義大開發,三天兩夜深度假期,member,熟客,8521.86,9120.0,0.066,,0.929,1,290,4861.39,228000.0,True
2025-03-03,義大開發,樂園一日票,online,親子,4904.68,5472.0,0.104,65945.83,1.007,0,205,3105.47,136800.0,True
2025-03-10,義大開發,購物樂園套票,store,親子,6688.0,6688.0,0.0,68824.25,0.996,0,162,3648.49,167200.0,True
2025-03-17,義大開發,兩天一夜度假,event,親子,6231.84,7904.0,0.212,97504.36,0.876,0,297,4395.69,197600.0,True
2025-03-24,義大開發,三天兩夜深度假期,member,親子,8511.72,9120.0,0.067,133831.34,0.986,0,302,4792.04,228000.0,True
2025-03-31,義大開發,樂園一日票,online,年輕族群,4931.8,5472.0,0.099,38830.28,0.787,0,159,3133.8,136800.0,True
2025-04-07,義大開發,購物樂園套票,store,年輕族群,6688.0,6688.0,0.0,74364.09,0.962,0,185,3920.36,167200.0,True
2025-04-14,義大開發,兩天一夜度假,event,年輕族群,6302.43,7904.0,0.203,99606.0,0.831,0,295,4481.57,197600.0,True
2025-04-21,義大開發,三天兩夜深度假期,member,年輕族群,7873.98,9120.0,0.137,115914.14,0.906,0,300,4989.62,228000.0,True
2025-04-28,義大開發,樂園一日票,online,新客,4347.19,5472.0,0.206,44262.27,1.04,0,200,2959.92,136800.0,True
2025-05-05,義大開發,購物樂園套票,store,新客,6342.02,6688.0,0.052,72784.58,0.974,0,185,3643.49,167200.0,True
2025-05-12,義大開發,兩天一夜度假,event,新客,6601.41,7904.0,0.165,83057.0,0.902,0,259,4523.94,197600.0,True
2025-05-19,義大開發,三天兩夜深度假期,member,新客,8789.07,9120.0,0.036,110025.23,1.023,0,256,5327.26,228000.0,True
2025-05-26,義大開發,樂園一日票,online,熟客,5167.34,5472.0,0.056,42773.14,0.947,0,140,3059.61,136800.0,True
2025-06-02,義大開發,購物樂園套票,store,熟客,5427.64,6688.0,0.188,69361.02,0.981,0,231,3702.66,167200.0,True
2025-06-09,義大開發,兩天一夜度假,event,熟客,7875.03,7904.0,0.004,79444.76,1.001,0,191,4510.23,197600.0,True
2025-06-16,義大開發,三天兩夜深度假期,member,熟客,8113.02,9120.0,0.11,110387.7,1.003,0,283,5224.81,228000.0,True
2025-06-23,義大開發,樂園一日票,online,親子,4992.96,5472.0,0.088,44424.82,0.771,0,154,3013.54,136800.0,True
2025-06-30,義大開發,購物樂園套票,store,親子,6678.11,6688.0,0.001,51123.81,1.023,0,130,3829.53,167200.0,True
2025-07-07,義大開發,兩天一夜度假,event,親子,7495.51,7904.0,0.052,96264.13,1.008,1,235,4448.16,197600.0,True
2025-07-14,義大開發,三天兩夜深度假期,member,親子,8563.85,9120.0,0.061,107367.87,0.891,1,283,5274.48,228000.0,True
2025-07-21,義大開發,樂園一日票,online,年輕族群,4724.89,5472.0,0.137,45546.68,0.976,1,198,3088.13,136800.0,True
2025-07-28,義大開發,購物樂園套票,store,年輕族群,5349.4,6688.0,0.2,42113.24,1.047,1,199,3800.07,167200.0,True
2025-08-04,義大開發,兩天一夜度假,event,年輕族群,6618.73,7904.0,0.163,89641.44,1.152,1,252,4372.48,197600.0,True
2025-08-11,義大開發,三天兩夜深度假期,member,年輕族群,8665.72,9120.0,0.05,122937.39,0.84,1,266,5288.57,228000.0,True
2025-08-18,義大開發,樂園一日票,online,新客,4591.7,5472.0,0.161,60866.28,0.826,1,225,3131.53,136800.0,True
2025-08-25,義大開發,購物樂園套票,store,新客,5337.25,6688.0,0.202,68500.92,0.917,1,248,3775.44,167200.0,True
2025-09-01,義大開發,兩天一夜度假,event,新客,6624.94,7904.0,0.162,85106.31,0.938,0,246,4490.84,197600.0,True
2025-09-08,義大開發,三天兩夜深度假期,member,新客,7746.5,9120.0,0.151,123479.68,1.01,0,305,5096.41,228000.0,True
2025-09-15,義大開發,樂園一日票,online,熟客,5458.06,5472.0,0.003,59133.68,0.913,0,162,3064.21,136800.0,True
2025-09-22,義大開發,購物樂園套票,store,熟客,5359.11,6688.0,0.199,87796.92,0.798,0,280,3958.59,167200.0,True
2025-09-29,義大開發,兩天一夜度假,event,熟客,6243.23,7904.0,0.21,74687.89,0.993,0,248,4415.25,197600.0,True
2025-10-06,義大開發,三天兩夜深度假期,member,熟客,8393.33,9120.0,0.08,115861.29,1.046,0,267,5235.64,228000.0,True
2025-01-06,義大開發,樂園一日票,online,親子,4264.04,5472.0,0.221,26604.96,1.091,0,149,3095.27,136800.0,True
2025-01-13,義大開發,購物樂園套票,store,親子,6100.32,6688.0,0.088,81796.1,0.992,0,220,3750.02,167200.0,True
2025-01-20,義大開發,兩天一夜度假,event,親子,6480.97,7904.0,0.18,101793.13,0.949,0,281,4375.08,197600.0,True
2025-01-27,義大開發,三天兩夜深度假期,member,親子,8371.14,9120.0,0.082,98559.56,0.972,0,238,5006.32,228000.0,True
2025-02-03,義大開發,樂園一日票,online,年輕族群,4600.78,5472.0,0.159,41830.95,1.132,1,174,3063.02,136800.0,True
2025-02-10,義大開發,購物樂園套票,store,年輕族群,5256.34,6688.0,0.214,73518.47,0.944,1,252,3641.78,167200.0,True
2025-02-17,義大開發,兩天一夜度假,event,年輕族群,7579.77,7904.0,0.041,86921.39,0.936,1,226,4432.47,197600.0,True
2025-02-24,義大開發,三天兩夜深度假期,member,年輕族群,8236.29,9120.0,0.097,119243.42,1.116,1,308,5211.62,228000.0,True
2025-03-03,義大開發,樂園一日票,online,新客,4971.11,5472.0,0.092,33866.01,0.972,0,138,3133.45,136800.0,True
2025-03-10,義大開發,購物樂園套票,store,新客,5305.26,6688.0,0.207,79433.09,1.009,0,244,3720.62,167200.0,True
