date,company,offer,search_index,social_mentions,website_visits,promo_spend,price_index,competitor_index,holiday_flag,demand_units,is_synthetic
2025-02-01,義大開發,購物樂園套票,64.7,107.0,,15361.0,1.064,45.5,1,595,True
2025-03-01,義大開發,購物樂園套票,59.0,85.0,2850.0,7024.0,1.071,29.3,0,500,True
2025-04-01,義大開發,購物樂園套票,60.2,94.0,2723.0,9567.0,1.028,34.0,0,511,True
2025-05-01,義大開發,購物樂園套票,64.9,100.0,3081.0,11179.0,0.985,47.3,0,519,True
2025-06-01,義大開發,購物樂園套票,64.2,93.0,2618.0,10036.0,1.124,64.8,0,445,True
2025-07-01,義大開發,購物樂園套票,72.3,97.0,2911.0,12697.0,1.012,49.0,1,625,True
2025-08-01,義大開發,購物樂園套票,67.0,111.0,2961.0,12669.0,1.019,30.6,1,647,True
2025-09-01,義大開發,購物樂園套票,60.4,28.0,2761.0,7405.0,1.058,43.0,0,545,True
2025-10-01,義大開發,購物樂園套票,53.0,13.0,2302.0,10888.0,1.034,47.0,0,513,True
2025-11-01,義大開發,購物樂園套票,52.9,34.0,2767.0,8705.0,1.088,48.4,0,515,True
2025-12-01,義大開發,購物樂園套票,70.7,66.0,2812.0,13100.0,1.026,56.4,1,611,True
2024-01-01,義大開發,兩天一夜度假,59.5,109.0,2725.0,12486.0,1.114,50.9,1,622,True
2024-02-01,義大開發,兩天一夜度假,65.8,134.0,2947.0,12047.0,1.051,66.8,1,656,True
2024-03-01,義大開發,兩天一夜度假,55.4,109.0,2611.0,9495.0,1.076,54.5,0,566,True
2024-04-01,義大開發,兩天一夜度假,68.0,124.0,3201.0,10060.0,1.003,62.9,0,553,True
2024-05-01,義大開發,兩天一夜度假,60.7,79.0,2666.0,8868.0,0.946,52.1,0,547,True
2024-06-01,義大開發,兩天一夜度假,69.8,103.0,2956.0,8721.0,1.115,22.7,0,505,True
2024-07-01,義大開發,兩天一夜度假,63.5,93.0,2522.0,12526.0,1.074,38.1,1,572,True
2024-08-01,義大開發,兩天一夜度假,74.1,83.0,2942.0,13613.0,1.054,55.6,1,666,True
2024-09-01,義大開發,兩天一夜度假,54.1,85.0,2752.0,7390.0,1.035,47.9,0,475,True
2024-10-01,義大開發,兩天一夜度假,46.6,39.0,2503.0,8817.0,1.022,61.7,0,584,True
2024-11-01,義大開發,兩天一夜度假,58.2,74.0,2854.0,10991.0,1.078,40.0,0,586,True
2024-12-01,義大開發,兩天一夜度假,62.9,93.0,2740.0,13094.0,1.092,39.2,1,581,True
2025-01-01,義大開發,兩天一夜度假,66.4,128.0,3289.0,10631.0,1.08,42.2,1,592,True
2025-02-01,義大開發,兩天一夜度假,76.6,114.0,3053.0,12636.0,1.17,32.1,1,561,True
2025-03-01,義大開發,兩天一夜度假,71.2,104.0,2964.0,10625.0,1.085,37.8,0,599,True
2025-04-01,義大開發,兩天一夜度假,73.5,109.0,3022.0,9765.0,1.095,17.6,0,639,True
2025-05-01,義大開發,兩天一夜度假,76.3,95.0,3031.0,8360.0,1.074,41.9,0,588,True
2025-06-01,義大開發,兩天一夜度假,60.8,90.0,2750.0,8089.0,1.131,54.6,0,542,True
2025-07-01,義大開發,兩天一夜度假,74.7,131.0,2985.0,13208.0,1.01,47.4,1,656,True
2025-08-01,義大開發,兩天一夜度假,71.0,136.0,3188.0,12621.0,1.039,42.8,1,540,True
2025-09-01,義大開發,兩天一夜度假,58.8,68.0,2760.0,10792.0,1.061,40.1,0,549,True
2025-10-01,義大開發,兩天一夜度假,54.6,51.0,2677.0,10655.0,1.105,61.3,0,576,True
2025-11-01,義大開發,兩天一夜度假,61.1,56.0,2908.0,9315.0,1.096,55.0,0,594,True
2025-12-01,義大開發,兩天一夜度假,73.6,92.0,3058.0,13630.0,1.084,33.6,1,662,True
2024-01-01,義大開發,三天兩夜深度假期,62.5,123.0,2905.0,13699.0,1.092,48.8,1,643,True
2024-02-01,義大開發,三天兩夜深度假期,69.9,152.0,3159.0,10976.0,1.079,45.0,1,733,True
2024-03-01,義大開發,三天兩夜深度假期,63.6,113.0,2914.0,9302.0,1.064,46.7,0,576,True
2024-04-01,義大開發,三天兩夜深度假期,63.0,125.0,3092.0,10824.0,1.1,57.4,0,567,True
2024-05-01,義大開發,三天兩夜深度假期,65.5,119.0,2925.0,8622.0,1.055,39.9,0,558,True
2024-06-01,義大開發,三天兩夜深度假期,75.8,121.0,3143.0,7818.0,1.137,53.0,0,585,True
2024-07-01,義大開發,三天兩夜深度假期,71.4,123.0,3304.0,12264.0,1.075,57.0,1,695,True
2024-08-01,義大開發,三天兩夜深度假期,74.3,114.0,3167.0,12888.0,1.056,47.0,1,691,True
2024-09-01,義大開發,三天兩夜深度假期,61.1,72.0,2854.0,9525.0,1.137,31.4,0,616,True
2024-10-01,義大開發,三天兩夜深度假期,65.7,77.0,2993.0,8551.0,1.099,25.7,0,558,True
2024-11-01,義大開發,三天兩夜深度假期,60.9,77.0,2939.0,9136.0,1.117,58.6,0,566,True
2024-12-01,義大開發,三天兩夜深度假期,79.6,97.0,3131.0,14904.0,1.102,44.2,1,597,True
2025-01-01,義大開發,三天兩夜深度假期,83.1,111.0,3132.0,14077.0,1.01,55.8,1,684,True
2025-02-01,義大開發,三天兩夜深度假期,88.1,129.0,3414.0,12045.0,1.088,27.8,1,706,True
2025-03-01,義大開發,三天兩夜深度假期,88.0,132.0,3393.0,9445.0,1.085,41.0,0,602,True
2025-04-01,義大開發,三天兩夜深度假期,81.1,124.0,3229.0,11444.0,1.099,31.8,0,601,True
2025-05-01,義大開發,三天兩夜深度假期,78.0,125.0,3097.0,9604.0,1.093,25.6,0,640,True
2025-06-01,義大開發,三天兩夜深度假期,66.7,126.0,2998.0,10453.0,1.117,44.5,0,624,True
2025-07-01,義大開發,三天兩夜深度假期,74.9,137.0,3179.0,13457.0,1.104,68.0,1,631,True
2025-08-01,義大開發,三天兩夜深度假期,77.6,100.0,2999.0,11943.0,1.148,60.9,1,666,True
2025-09-01,義大開發,三天兩夜深度假期,59.9,76.0,2665.0,10549.0,1.089,62.4,0,524,True
2025-10-01,義大開發,三天兩夜深度假期,69.4,71.0,2858.0,11708.0,1.121,54.8,0,495,True
2025-11-01,義大開發,三天兩夜深度假期,69.8,70.0,2841.0,8899.0,1.08,70.5,0,596,True
2025-12-01,義大開發,三天兩夜深度假期,94.3,111.0,3714.0,12728.0,1.025,53.5,1,650,True
