month,company,offer_id,offer,category,channel,units_sold,capacity_units,price,unit_cost,repeat_rate,satisfaction,growth_rate,lead_time_days,is_service,is_synthetic
2025-03-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,75,118,1203,626,0.279,4.02,-0.013,12,1,True
2025-04-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,74,107,1203,626,0.261,3.9,0.023,12,1,True
2025-05-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,79,110,1203,626,0.3,3.75,-0.028,15,1,True
2025-06-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,78,107,1203,626,0.349,3.75,-0.006,15,1,True
2025-07-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,79,113,1203,626,0.341,3.71,-0.023,15,1,True
2025-08-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,61,83,1203,626,0.3,4.11,-0.078,14,1,True
2025-09-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,57,80,1203,626,0.298,3.71,0.042,15,1,True
2025-10-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,46,68,1203,626,0.321,3.38,-0.035,11,1,True
2025-11-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,72,112,1203,626,0.253,3.59,-0.017,12,1,True
2025-12-01,雜草町,D2-01-08,老宅夜間工藝-方案2,老宅夜間工藝,會員,70,101,1203,626,0.265,3.71,-0.042,12,1,True
2025-01-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,78,102,1344,457,0.38,3.89,0.094,16,1,True
2025-02-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,98,128,1344,457,0.351,3.76,0.012,16,1,True
2025-03-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,87,115,1344,457,0.386,4.15,-0.011,16,1,True
2025-04-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,94,120,1344,457,0.426,3.88,0.122,19,1,True
2025-05-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,88,121,1344,457,0.347,4.04,0.077,17,1,True
2025-06-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,89,115,1344,457,0.408,4.05,0.044,18,1,True
2025-07-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,82,104,1344,457,0.379,3.74,0.005,18,1,True
2025-08-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,84,111,1344,457,0.329,3.98,0.05,15,1,True
2025-09-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,66,86,1344,457,0.405,4.04,0.046,15,1,True
2025-10-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,61,87,1344,457,0.367,3.81,0.021,16,1,True
2025-11-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,78,102,1344,457,0.366,3.56,0.098,19,1,True
2025-12-01,雜草町,D2-01-09,手捏陶體驗-方案3,手捏陶體驗,線上,79,101,1344,457,0.351,4.02,0.077,18,1,True
2025-01-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,81,97,1485,594,0.41,4.3,0.076,20,1,True
2025-02-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,103,128,1485,594,0.426,4.48,0.096,20,1,True
2025-03-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,104,113,1485,594,0.437,4.15,0.089,21,1,True
2025-04-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,107,122,1485,594,0.435,4.24,0.032,21,1,True
2025-05-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,105,132,1485,594,0.442,4.02,0.041,21,1,True
2025-06-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,86,106,1485,594,0.453,3.8,0.08,23,1,True
2025-07-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,93,117,1485,594,0.44,4.0,0.081,21,1,True
2025-08-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,91,112,1485,594,0.41,4.34,0.067,22,1,True
2025-09-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,74,92,1485,594,0.419,4.3,0.114,22,1,True
2025-10-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,66,81,1485,594,0.428,3.85,0.098,20,1,True
2025-11-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,79,92,1485,594,0.492,4.12,0.072,20,1,True
2025-12-01,雜草町,D2-01-10,羊毛氈課程-方案3,羊毛氈課程,門市,100,123,1485,594,0.334,3.94,0.081,19,1,True
2025-01-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,28,53,922,424,0.095,3.48,-0.012,7,1,True
2025-02-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,44,75,922,424,0.227,3.44,-0.067,5,1,True
2025-03-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,50,84,922,424,0.2,3.27,-0.103,5,1,True
2025-04-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,37,63,922,424,0.194,3.45,-0.1,7,1,True
2025-05-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,44,80,922,424,0.102,3.41,-0.07,7,1,True
2025-06-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,42,82,922,424,0.134,3.48,0.0,5,1,True
2025-07-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,33,59,922,424,0.212,3.46,-0.064,5,1,True
2025-08-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,32,54,922,424,0.175,3.51,-0.113,5,1,True
2025-09-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,33,61,922,424,0.17,3.21,-0.083,7,1,True
2025-10-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,30,61,922,424,0.154,3.66,-0.084,3,1,True
2025-11-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,22,40,922,424,0.216,3.35,-0.118,4,1,True
2025-12-01,雜草町,D2-01-11,金工入門-方案3,金工入門,活動,48,97,922,424,0.101,3.59,-0.017,7,1,True
2025-01-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,44,69,1062,552,0.268,3.71,-0.047,9,1,True
2025-02-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,63,99,1062,552,0.179,3.25,0.007,11,1,True
2025-03-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,63,90,1062,552,0.242,3.77,-0.025,9,1,True
2025-04-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,44,74,1062,552,0.248,3.44,0.022,7,1,True
2025-05-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,50,72,1062,552,0.186,3.82,-0.073,11,1,True
2025-06-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,55,99,1062,552,0.258,3.45,0.018,8,1,True
2025-07-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,44,71,1062,552,0.211,3.62,-0.019,11,1,True
2025-08-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,43,70,1062,552,0.268,3.81,-0.025,8,1,True
2025-09-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,40,80,1062,552,0.174,3.78,-0.054,8,1,True
2025-10-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,40,58,1062,552,0.17,3.69,0.013,11,1,True
2025-11-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,44,76,1062,552,0.243,3.84,-0.08,9,1,True
2025-12-01,雜草町,D2-01-12,老宅夜間工藝-方案3,老宅夜間工藝,會員,46,70,1062,552,0.257,3.6,-0.031,11,1,True
2025-01-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,68,103,1203,409,0.274,3.64,0.023,13,1,True
2025-02-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,73,104,1203,409,0.333,3.83,-0.013,12,1,True
2025-03-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,79,110,1203,409,0.262,3.55,-0.056,11,1,True
2025-04-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,74,98,1203,409,0.292,3.67,-0.005,13,1,True
2025-05-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,65,88,1203,409,0.341,3.87,0.009,13,1,True
2025-06-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,63,100,1203,409,0.338,3.85,0.009,13,1,True
2025-07-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,69,90,1203,409,0.305,3.69,0.062,12,1,True
2025-08-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,71,97,1203,409,0.254,3.72,-0.036,13,1,True
2025-09-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,59,84,1203,409,0.315,3.8,0.043,11,1,True
2025-10-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,50,68,1203,409,0.229,3.83,0.022,15,1,True
2025-11-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,54,75,1203,409,0.357,3.82,-0.036,14,1,True
2025-12-01,雜草町,D2-01-13,手捏陶體驗-方案4,手捏陶體驗,線上,69,107,1203,409,0.304,3.8,-0.03,12,1,True
2025-01-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,76,100,1344,538,0.35,4.0,0.081,17,1,True
2025-02-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,87,113,1344,538,0.34,4.04,0.065,18,1,True
2025-03-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,83,105,1344,538,0.358,3.73,-0.001,17,1,True
2025-04-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,95,116,1344,538,0.375,3.57,0.049,19,1,True
2025-05-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,83,112,1344,538,0.384,3.7,0.047,17,1,True
2025-06-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,83,105,1344,538,0.385,3.76,0.048,17,1,True
2025-07-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,87,116,1344,538,0.411,3.98,0.076,16,1,True
2025-08-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,70,91,1344,538,0.348,3.89,0.04,16,1,True
2025-09-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,70,90,1344,538,0.333,3.69,0.11,15,1,True
2025-10-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,66,89,1344,538,0.356,3.79,0.061,15,1,True
2025-11-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,63,79,1344,538,0.396,4.01,0.026,19,1,True
2025-12-01,雜草町,D2-01-14,羊毛氈課程-方案4,羊毛氈課程,門市,87,114,1344,538,0.352,4.13,0.005,18,1,True
2025-01-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,87,108,1485,683,0.426,4.02,0.129,20,1,True
2025-02-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,97,118,1485,683,0.401,3.89,0.169,23,1,True
2025-03-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,79,98,1485,683,0.429,4.38,0.048,21,1,True
2025-04-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,97,121,1485,683,0.445,4.25,0.099,20,1,True
2025-05-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,84,96,1485,683,0.477,4.26,0.133,19,1,True
2025-06-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,89,106,1485,683,0.451,3.99,0.057,22,1,True
2025-07-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,93,118,1485,683,0.433,4.13,0.08,19,1,True
2025-08-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,84,97,1485,683,0.412,4.19,0.044,19,1,True
2025-09-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,62,74,1485,683,0.391,4.21,0.021,23,1,True
2025-10-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,72,95,1485,683,0.44,4.42,0.027,20,1,True
2025-11-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,68,79,1485,683,0.436,4.24,0.132,19,1,True
2025-12-01,雜草町,D2-01-15,金工入門-方案4,金工入門,活動,80,98,1485,683,0.374,4.39,0.081,20,1,True
2025-01-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,45,71,922,479,0.154,3.16,-0.027,7,1,True
2025-02-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,59,116,922,479,0.168,3.55,-0.091,3,1,True
2025-03-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,57,103,922,479,0.124,3.29,-0.055,3,1,True
2025-04-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,53,96,922,479,0.134,3.64,-0.037,6,1,True
2025-05-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,50,100,922,479,0.073,3.96,-0.145,6,1,True
2025-06-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,55,109,922,479,0.165,3.44,-0.035,6,1,True
2025-07-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,56,123,922,479,0.167,3.8,-0.092,3,1,True
2025-08-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,49,89,922,479,0.163,3.53,-0.04,5,1,True
2025-09-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,36,64,922,479,0.148,3.26,-0.127,5,1,True
2025-10-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,47,91,922,479,0.121,3.54,-0.124,3,1,True
2025-11-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,50,85,922,479,0.174,3.45,-0.091,7,1,True
2025-12-01,雜草町,D2-01-16,老宅夜間工藝-方案4,老宅夜間工藝,會員,47,84,922,479,0.144,3.61,-0.066,3,1,True
2025-01-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,48,82,1062,361,0.233,3.59,0.01,9,1,True
2025-02-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,56,95,1062,361,0.232,3.72,-0.084,9,1,True
2025-03-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,63,97,1062,361,0.261,3.57,-0.026,8,1,True
2025-04-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,70,109,1062,361,0.31,3.99,-0.051,10,1,True
2025-05-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,59,85,1062,361,0.188,3.66,-0.062,7,1,True
2025-06-01,雜草町,D2-01-17,手捏陶體驗-方案5,手捏陶體驗,線上,48,74,1062,361,0.259,3.9,-0.05,10,1,True
