date,company,offer,search_index,social_mentions,website_visits,promo_spend,price_index,competitor_index,holiday_flag,demand_units,is_synthetic
2025-04-01,雜草町,金工入門,74.6,112.0,1636.0,1468.0,1.139,31.9,0,119,True
2025-05-01,雜草町,金工入門,69.7,101.0,1620.0,1569.0,1.106,46.2,0,112,True
2025-06-01,雜草町,金工入門,68.4,105.0,1592.0,1210.0,1.015,56.7,0,125,True
2025-07-01,雜草町,金工入門,76.3,130.0,1394.0,1918.0,1.075,56.7,1,125,True
2025-08-01,雜草町,金工入門,71.6,90.0,1554.0,2133.0,1.143,61.9,1,123,True
2025-09-01,雜草町,金工入門,63.0,59.0,1293.0,1299.0,1.007,53.6,0,109,True
2025-10-01,雜草町,金工入門,66.5,44.0,1589.0,1672.0,1.072,63.0,0,111,True
2025-11-01,雜草町,金工入門,75.5,103.0,1661.0,1578.0,1.092,73.3,0,123,True
2025-12-01,雜草町,金工入門,81.4,95.0,1839.0,2126.0,1.082,65.8,1,127,True
2024-01-01,雜草町,老宅夜間工藝,76.3,99.0,1564.0,1803.0,1.128,48.6,1,123,True
2024-02-01,雜草町,老宅夜間工藝,78.2,119.0,1677.0,1884.0,1.071,23.6,1,142,True
2024-03-01,雜草町,老宅夜間工藝,65.4,126.0,1375.0,1511.0,1.126,46.2,0,117,True
2024-04-01,雜草町,老宅夜間工藝,78.4,89.0,1576.0,1704.0,1.143,34.7,0,125,True
2024-05-01,雜草町,老宅夜間工藝,56.7,102.0,1319.0,1426.0,1.034,33.3,0,121,True
2024-06-01,雜草町,老宅夜間工藝,57.9,,1521.0,1548.0,1.07,45.9,0,114,True
2024-07-01,雜草町,老宅夜間工藝,78.2,120.0,1897.0,2294.0,1.121,69.6,1,133,True
2024-08-01,雜草町,老宅夜間工藝,60.4,99.0,1524.0,2231.0,1.117,34.5,1,117,True
2024-09-01,雜草町,老宅夜間工藝,48.7,103.0,1413.0,1158.0,1.144,50.2,0,109,True
2024-10-01,雜草町,老宅夜間工藝,61.9,76.0,1464.0,1148.0,1.07,34.9,0,121,True
2024-11-01,雜草町,老宅夜間工藝,67.0,69.0,1424.0,1687.0,1.073,61.3,0,116,True
2024-12-01,雜草町,老宅夜間工藝,80.6,116.0,1797.0,2111.0,1.206,53.9,1,135,True
2025-01-01,雜草町,老宅夜間工藝,72.9,146.0,1645.0,2195.0,1.133,26.3,1,132,True
2025-02-01,雜草町,老宅夜間工藝,86.5,135.0,1958.0,1905.0,1.072,56.8,1,142,True
2025-03-01,雜草町,老宅夜間工藝,72.8,139.0,1498.0,1656.0,1.084,25.5,0,129,True
2025-04-01,雜草町,老宅夜間工藝,81.5,133.0,1676.0,1677.0,1.15,32.6,0,104,True
2025-05-01,雜草町,老宅夜間工藝,87.8,120.0,1781.0,1319.0,1.103,29.2,0,125,True
2025-06-01,雜草町,老宅夜間工藝,67.4,96.0,1477.0,1529.0,1.091,13.1,0,127,True
2025-07-01,雜草町,老宅夜間工藝,79.5,125.0,1732.0,1991.0,0.995,54.1,1,132,True
2025-08-01,雜草町,老宅夜間工藝,74.5,114.0,1600.0,1989.0,1.143,44.1,1,139,True
2025-09-01,雜草町,老宅夜間工藝,70.2,72.0,1577.0,1394.0,1.125,61.3,0,104,True
2025-10-01,雜草町,老宅夜間工藝,69.3,53.0,1446.0,1384.0,1.055,42.0,0,128,True
2025-11-01,雜草町,老宅夜間工藝,64.9,59.0,1371.0,1199.0,1.052,59.2,0,123,True
2025-12-01,雜草町,老宅夜間工藝,86.1,93.0,1762.0,1720.0,1.15,47.6,1,132,True
2024-01-01,義大開發,樂園一日票,59.5,,2876.0,12060.0,1.014,55.9,1,530,True
2024-02-01,義大開發,樂園一日票,56.7,113.0,2756.0,15893.0,0.91,55.5,1,583,True
2024-03-01,義大開發,樂園一日票,55.5,59.0,2782.0,11101.0,1.061,58.4,0,516,True
2024-04-01,義大開發,樂園一日票,56.7,75.0,2845.0,9954.0,0.969,46.7,0,486,True
2024-05-01,義大開發,樂園一日票,51.7,73.0,2625.0,11487.0,1.079,46.6,0,386,True
2024-06-01,義大開發,樂園一日票,36.0,73.0,2560.0,10198.0,1.034,51.0,0,441,True
2024-07-01,義大開發,樂園一日票,53.8,96.0,2667.0,12140.0,1.073,48.4,1,565,True
2024-08-01,義大開發,樂園一日票,52.2,71.0,2497.0,10959.0,0.964,45.1,1,537,True
2024-09-01,義大開發,樂園一日票,34.6,44.0,2651.0,9178.0,0.988,50.6,0,459,True
2024-10-01,義大開發,樂園一日票,45.1,48.0,2552.0,10858.0,0.99,52.0,0,544,True
2024-11-01,義大開發,樂園一日票,49.1,11.0,2310.0,9740.0,1.003,36.8,0,512,True
2024-12-01,義大開發,樂園一日票,60.8,86.0,2769.0,15338.0,0.938,55.5,1,620,True
2025-01-01,義大開發,樂園一日票,52.5,97.0,2941.0,13770.0,0.9,51.6,1,605,True
2025-02-01,義大開發,樂園一日票,63.4,85.0,2799.0,13716.0,1.046,38.8,1,580,True
2025-03-01,義大開發,樂園一日票,56.2,74.0,2695.0,9457.0,0.943,31.3,0,484,True
2025-04-01,義大開發,樂園一日票,55.5,78.0,2849.0,10487.0,1.017,40.0,0,440,True
2025-05-01,義大開發,樂園一日票,61.8,84.0,2569.0,9745.0,1.027,31.5,0,470,True
2025-06-01,義大開發,樂園一日票,49.9,58.0,2747.0,8753.0,0.962,35.4,0,499,True
2025-07-01,義大開發,樂園一日票,65.1,74.0,2952.0,14022.0,0.916,61.8,1,598,True
2025-08-01,義大開發,樂園一日票,57.9,78.0,2707.0,13410.0,1.01,67.1,1,564,True
2025-09-01,義大開發,樂園一日票,57.0,14.0,2743.0,10594.0,0.931,55.3,0,608,True
2025-10-01,義大開發,樂園一日票,48.4,11.0,2688.0,10461.0,0.972,44.4,0,454,True
2025-11-01,義大開發,樂園一日票,39.9,37.0,2368.0,8651.0,0.998,45.7,0,485,True
2025-12-01,義大開發,樂園一日票,58.3,74.0,2915.0,14785.0,1.022,56.9,1,551,True
2024-01-01,義大開發,購物樂園套票,66.4,124.0,2979.0,10271.0,1.031,40.2,1,555,True
2024-02-01,義大開發,購物樂園套票,72.8,95.0,3194.0,10621.0,1.035,64.6,1,581,True
2024-03-01,義大開發,購物樂園套票,51.5,108.0,2651.0,7024.0,1.102,54.1,0,546,True
2024-04-01,義大開發,購物樂園套票,58.1,81.0,2572.0,11134.0,0.977,47.9,0,593,True
2024-05-01,義大開發,購物樂園套票,65.9,72.0,2850.0,11413.0,0.928,33.1,0,556,True
2024-06-01,義大開發,購物樂園套票,52.9,61.0,2738.0,11069.0,1.028,54.3,0,536,True
2024-07-01,義大開發,購物樂園套票,66.0,91.0,2951.0,13685.0,1.066,42.2,1,599,True
2024-08-01,義大開發,購物樂園套票,53.8,80.0,2727.0,11670.0,1.072,55.0,1,619,True
2024-09-01,義大開發,購物樂園套票,43.4,63.0,2570.0,8048.0,0.925,29.6,0,504,True
2024-10-01,義大開發,購物樂園套票,47.6,53.0,2548.0,8721.0,1.002,42.4,0,470,True
2024-11-01,義大開發,購物樂園套票,44.8,39.0,2409.0,9943.0,1.048,24.9,0,510,True
2024-12-01,義大開發,購物樂園套票,62.7,86.0,2889.0,14643.0,1.02,62.4,1,617,True
2025-01-01,義大開發,購物樂園套票,71.0,73.0,3075.0,14387.0,0.994,33.5,1,558,True
2025-02-01,義大開發,購物樂園套票,64.7,107.0,,15361.0,1.064,45.5,1,595,True
2025-03-01,義大開發,購物樂園套票,59.0,85.0,2850.0,7024.0,1.071,29.3,0,500,True
2025-04-01,義大開發,購物樂園套票,60.2,94.0,2723.0,9567.0,1.028,34.0,0,511,True
2025-05-01,義大開發,購物樂園套票,64.9,100.0,3081.0,11179.0,0.985,47.3,0,519,True
2025-06-01,義大開發,購物樂園套票,64.2,93.0,2618.0,10036.0,1.124,64.8,0,445,True
2025-07-01,義大開發,購物樂園套票,72.3,97.0,2911.0,12697.0,1.012,49.0,1,625,True
2025-08-01,義大開發,購物樂園套票,67.0,111.0,2961.0,12669.0,1.019,30.6,1,647,True
2025-09-01,義大開發,購物樂園套票,60.4,28.0,2761.0,7405.0,1.058,43.0,0,545,True
2025-10-01,義大開發,購物樂園套票,53.0,13.0,2302.0,10888.0,1.034,47.0,0,513,True
2025-11-01,義大開發,購物樂園套票,52.9,34.0,2767.0,8705.0,1.088,48.4,0,515,True
2025-12-01,義大開發,購物樂園套票,70.7,66.0,2812.0,13100.0,1.026,56.4,1,611,True
2024-01-01,義大開發,兩天一夜度假,59.5,109.0,2725.0,12486.0,1.114,50.9,1,622,True
2024-02-01,義大開發,兩天一夜度假,65.8,134.0,2947.0,12047.0,1.051,66.8,1,656,True
2024-03-01,義大開發,兩天一夜度假,55.4,109.0,2611.0,9495.0,1.076,54.5,0,566,True
2024-04-01,義大開發,兩天一夜度假,68.0,124.0,3201.0,10060.0,1.003,62.9,0,553,True
2024-05-01,義大開發,兩天一夜度假,60.7,79.0,2666.0,8868.0,0.946,52.1,0,547,True
2024-06-01,義大開發,兩天一夜度假,69.8,103.0,2956.0,8721.0,1.115,22.7,0,505,True
2024-07-01,義大開發,兩天一夜度假,63.5,93.0,2522.0,12526.0,1.074,38.1,1,572,True
2024-08-01,義大開發,兩天一夜度假,74.1,83.0,2942.0,13613.0,1.054,55.6,1,666,True
2024-09-01,義大開發,兩天一夜度假,54.1,85.0,2752.0,7390.0,1.035,47.9,0,475,True
2024-10-01,義大開發,兩天一夜度假,46.6,39.0,2503.0,8817.0,1.022,61.7,0,584,True
2024-11-01,義大開發,兩天一夜度假,58.2,74.0,2854.0,10991.0,1.078,40.0,0,586,True
2024-12-01,義大開發,兩天一夜度假,62.9,93.0,2740.0,13094.0,1.092,39.2,1,581,True
2025-01-01,義大開發,兩天一夜度假,66.4,128.0,3289.0,10631.0,1.08,42.2,1,592,True
2025-02-01,義大開發,兩天一夜度假,76.6,114.0,3053.0,12636.0,1.17,32.1,1,561,True
2025-03-01,義大開發,兩天一夜度假,71.2,104.0,2964.0,10625.0,1.085,37.8,0,599,True
2025-04-01,義大開發,兩天一夜度假,73.5,109.0,3022.0,9765.0,1.095,17.6,0,639,True
2025-05-01,義大開發,兩天一夜度假,76.3,95.0,3031.0,8360.0,1.074,41.9,0,588,True
2025-06-01,義大開發,兩天一夜度假,60.8,90.0,2750.0,8089.0,1.131,54.6,0,542,True
2025-07-01,義大開發,兩天一夜度假,74.7,131.0,2985.0,13208.0,1.01,47.4,1,656,True
2025-08-01,義大開發,兩天一夜度假,71.0,136.0,3188.0,12621.0,1.039,42.8,1,540,True
2025-09-01,義大開發,兩天一夜度假,58.8,68.0,2760.0,10792.0,1.061,40.1,0,549,True
2025-10-01,義大開發,兩天一夜度假,54.6,51.0,2677.0,10655.0,1.105,61.3,0,576,True
2025-11-01,義大開發,兩天一夜度假,61.1,56.0,2908.0,9315.0,1.096,55.0,0,594,True
2025-12-01,義大開發,兩天一夜度假,73.6,92.0,3058.0,13630.0,1.084,33.6,1,662,True
2024-01-01,義大開發,三天兩夜深度假期,62.5,123.0,2905.0,13699.0,1.092,48.8,1,643,True
2024-02-01,義大開發,三天兩夜深度假期,69.9,152.0,3159.0,10976.0,1.079,45.0,1,733,True
2024-03-01,義大開發,三天兩夜深度假期,63.6,113.0,2914.0,9302.0,1.064,46.7,0,576,True
2024-04-01,義大開發,三天兩夜深度假期,63.0,125.0,3092.0,10824.0,1.1,57.4,0,567,True
2024-05-01,義大開發,三天兩夜深度假期,65.5,119.0,2925.0,8622.0,1.055,39.9,0,558,True
2024-06-01,義大開發,三天兩夜深度假期,75.8,121.0,3143.0,7818.0,1.137,53.0,0,585,True
2024-07-01,義大開發,三天兩夜深度假期,71.4,123.0,3304.0,12264.0,1.075,57.0,1,695,True
2024-08-01,義大開發,三天兩夜深度假期,74.3,114.0,3167.0,12888.0,1.056,47.0,1,691,True
2024-09-01,義大開發,三天兩夜深度假期,61.1,72.0,2854.0,9525.0,1.137,31.4,0,616,True
2024-10-01,義大開發,三天兩夜深度假期,65.7,77.0,2993.0,8551.0,1.099,25.7,0,558,True
2024-11-01,義大開發,三天兩夜深度假期,60.9,77.0,2939.0,9136.0,1.117,58.6,0,566,True
2024-12-01,義大開發,三天兩夜深度假期,79.6,97.0,3131.0,14904.0,1.102,44.2,1,597,True
2025-01-01,義大開發,三天兩夜深度假期,83.1,111.0,3132.0,14077.0,1.01,55.8,1,684,True
2025-02-01,義大開發,三天兩夜深度假期,88.1,129.0,3414.0,12045.0,1.088,27.8,1,706,True
2025-03-01,義大開發,三天兩夜深度假期,88.0,132.0,3393.0,9445.0,1.085,41.0,0,602,True
2025-04-01,義大開發,三天兩夜深度假期,81.1,124.0,3229.0,11444.0,1.099,31.8,0,601,True
2025-05-01,義大開發,三天兩夜深度假期,78.0,125.0,3097.0,9604.0,1.093,25.6,0,640,True
2025-06-01,義大開發,三天兩夜深度假期,66.7,126.0,2998.0,10453.0,1.117,44.5,0,624,True
2025-07-01,義大開發,三天兩夜深度假期,74.9,137.0,3179.0,13457.0,1.104,68.0,1,631,True
2025-08-01,義大開發,三天兩夜深度假期,77.6,100.0,2999.0,11943.0,1.148,60.9,1,666,True
2025-09-01,義大開發,三天兩夜深度假期,59.9,76.0,2665.0,10549.0,1.089,62.4,0,524,True
2025-10-01,義大開發,三天兩夜深度假期,69.4,71.0,2858.0,11708.0,1.121,54.8,0,495,True
2025-11-01,義大開發,三天兩夜深度假期,69.8,70.0,2841.0,8899.0,1.08,70.5,0,596,True
2025-12-01,義大開發,三天兩夜深度假期,94.3,111.0,3714.0,12728.0,1.025,53.5,1,650,True
2024-01-01,盛香珍X亙美質珍,經典小泡芙,38.3,86.0,3965.0,24260.0,0.981,55.9,1,1145,True
2024-02-01,盛香珍X亙美質珍,經典小泡芙,64.1,101.0,4181.0,24751.0,0.998,48.3,1,927,True
2024-03-01,盛香珍X亙美質珍,經典小泡芙,52.2,68.0,4228.0,17808.0,0.997,70.6,0,877,True
2024-04-01,盛香珍X亙美質珍,經典小泡芙,47.8,78.0,4159.0,16782.0,1.044,56.1,0,940,True
2024-05-01,盛香珍X亙美質珍,經典小泡芙,56.3,75.0,4043.0,19554.0,0.933,50.5,0,928,True
2024-06-01,盛香珍X亙美質珍,經典小泡芙,42.1,71.0,3828.0,18455.0,0.986,60.2,0,981,True
2024-07-01,盛香珍X亙美質珍,經典小泡芙,60.2,67.0,4141.0,22752.0,1.078,38.5,1,1017,True
2024-08-01,盛香珍X亙美質珍,經典小泡芙,41.1,83.0,3949.0,25014.0,1.057,33.3,1,988,True
2024-09-01,盛香珍X亙美質珍,經典小泡芙,40.0,5.0,3761.0,15658.0,1.069,60.9,0,884,True
2024-10-01,盛香珍X亙美質珍,經典小泡芙,32.6,27.0,3733.0,20086.0,1.001,43.2,0,863,True
2024-11-01,盛香珍X亙美質珍,經典小泡芙,41.6,6.0,3778.0,18921.0,1.078,31.0,0,883,True
2024-12-01,盛香珍X亙美質珍,經典小泡芙,55.1,66.0,4351.0,23243.0,0.97,34.3,1,1086,True
2025-01-01,盛香珍X亙美質珍,經典小泡芙,63.0,107.0,4560.0,21597.0,1.025,45.9,1,911,True
2025-02-01,盛香珍X亙美質珍,經典小泡芙,61.5,89.0,4287.0,26330.0,1.015,67.3,1,1133,True
2025-03-01,盛香珍X亙美質珍,經典小泡芙,61.5,74.0,4262.0,15641.0,1.019,52.5,0,882,True
2025-04-01,盛香珍X亙美質珍,經典小泡芙,50.1,84.0,3920.0,20338.0,1.072,68.8,0,1005,True
2025-05-01,盛香珍X亙美質珍,經典小泡芙,60.8,77.0,4245.0,17591.0,1.045,29.9,0,935,True
2025-06-01,盛香珍X亙美質珍,經典小泡芙,55.2,70.0,4177.0,17777.0,0.995,27.0,0,892,True
2025-07-01,盛香珍X亙美質珍,經典小泡芙,43.3,79.0,4078.0,24851.0,0.986,67.9,1,891,True
2025-08-01,盛香珍X亙美質珍,經典小泡芙,64.6,87.0,4428.0,29024.0,1.046,67.7,1,1091,True
2025-09-01,盛香珍X亙美質珍,經典小泡芙,53.8,35.0,4207.0,15786.0,0.944,49.3,0,906,True
2025-10-01,盛香珍X亙美質珍,經典小泡芙,56.5,14.0,4088.0,16907.0,0.942,40.9,0,1035,True
2025-11-01,盛香珍X亙美質珍,經典小泡芙,54.2,15.0,4047.0,19677.0,0.99,42.4,0,880,True
2025-12-01,盛香珍X亙美質珍,經典小泡芙,67.2,77.0,4491.0,23140.0,0.999,61.7,1,1047,True
2024-01-01,盛香珍X亙美質珍,限定風味小泡芙,55.0,93.0,4270.0,22520.0,1.03,39.7,1,1090,True
2024-02-01,盛香珍X亙美質珍,限定風味小泡芙,59.1,101.0,4313.0,26941.0,1.109,24.6,1,1045,True
2024-03-01,盛香珍X亙美質珍,限定風味小泡芙,53.3,96.0,4141.0,18656.0,1.022,53.0,0,1014,True
2024-04-01,盛香珍X亙美質珍,限定風味小泡芙,53.0,89.0,4187.0,17045.0,1.073,56.8,0,850,True
2024-05-01,盛香珍X亙美質珍,限定風味小泡芙,39.2,94.0,4144.0,19808.0,1.032,51.8,0,904,True
2024-06-01,盛香珍X亙美質珍,限定風味小泡芙,53.0,114.0,4001.0,16930.0,1.087,63.3,0,853,True
2024-07-01,盛香珍X亙美質珍,限定風味小泡芙,63.7,109.0,4391.0,26467.0,1.007,54.3,1,1160,True
2024-08-01,盛香珍X亙美質珍,限定風味小泡芙,56.5,108.0,4305.0,25999.0,1.016,35.1,1,1041,True
2024-09-01,盛香珍X亙美質珍,限定風味小泡芙,44.4,68.0,3899.0,17037.0,1.034,71.8,0,988,True
2024-10-01,盛香珍X亙美質珍,限定風味小泡芙,43.7,23.0,3722.0,22061.0,0.941,52.4,0,982,True
2024-11-01,盛香珍X亙美質珍,限定風味小泡芙,49.6,62.0,3975.0,20952.0,1.07,50.3,0,865,True
2024-12-01,盛香珍X亙美質珍,限定風味小泡芙,66.2,97.0,4254.0,27760.0,1.136,32.2,1,1006,True
2025-01-01,盛香珍X亙美質珍,限定風味小泡芙,67.4,108.0,4434.0,22135.0,1.039,44.1,1,1121,True
2025-02-01,盛香珍X亙美質珍,限定風味小泡芙,71.1,101.0,4559.0,25910.0,1.083,36.4,1,1145,True
2025-03-01,盛香珍X亙美質珍,限定風味小泡芙,58.4,109.0,4342.0,23379.0,1.037,34.1,0,986,True
2025-04-01,盛香珍X亙美質珍,限定風味小泡芙,63.8,59.0,4307.0,15059.0,1.013,66.2,0,1075,True
2025-05-01,盛香珍X亙美質珍,限定風味小泡芙,62.9,109.0,4263.0,15873.0,1.079,53.9,0,846,True
2025-06-01,盛香珍X亙美質珍,限定風味小泡芙,63.6,77.0,4201.0,19977.0,1.006,27.1,0,932,True
2025-07-01,盛香珍X亙美質珍,限定風味小泡芙,77.2,125.0,4562.0,23932.0,1.045,48.2,1,1095,True
2025-08-01,盛香珍X亙美質珍,限定風味小泡芙,69.0,64.0,4521.0,25398.0,1.036,63.1,1,1094,True
2025-09-01,盛香珍X亙美質珍,限定風味小泡芙,56.4,40.0,4192.0,20407.0,1.009,49.6,0,972,True
2025-10-01,盛香珍X亙美質珍,限定風味小泡芙,46.6,38.0,4005.0,18760.0,0.993,34.1,0,1089,True
2025-11-01,盛香珍X亙美質珍,限定風味小泡芙,50.8,54.0,3896.0,17659.0,0.94,52.1,0,877,True
2025-12-01,盛香珍X亙美質珍,限定風味小泡芙,70.3,81.0,4565.0,21170.0,1.072,68.2,1,1111,True
2024-01-01,盛香珍X亙美質珍,分享派對包,64.2,139.0,4310.0,22575.0,1.08,56.9,1,1053,True
2024-02-01,盛香珍X亙美質珍,分享派對包,65.9,128.0,4261.0,24665.0,1.14,44.9,1,1103,True
2024-03-01,盛香珍X亙美質珍,分享派對包,61.0,97.0,4174.0,19817.0,1.071,46.9,0,961,True
2024-04-01,盛香珍X亙美質珍,分享派對包,55.2,94.0,4085.0,18246.0,0.997,68.5,0,1093,True
2024-05-01,盛香珍X亙美質珍,分享派對包,51.8,114.0,4169.0,14749.0,1.01,35.3,0,904,True
2024-06-01,盛香珍X亙美質珍,分享派對包,53.5,79.0,,16880.0,1.125,70.7,0,947,True
2024-07-01,盛香珍X亙美質珍,分享派對包,64.8,125.0,4311.0,20471.0,1.039,46.0,1,1193,True
2024-08-01,盛香珍X亙美質珍,分享派對包,64.4,79.0,4283.0,22103.0,1.117,59.9,1,1024,True
2024-09-01,盛香珍X亙美質珍,分享派對包,48.1,95.0,4177.0,22096.0,1.045,47.2,0,1005,True
2024-10-01,盛香珍X亙美質珍,分享派對包,57.6,76.0,3952.0,17794.0,1.101,59.5,0,1007,True
2024-11-01,盛香珍X亙美質珍,分享派對包,53.7,70.0,4009.0,18526.0,1.054,47.2,0,1008,True
2024-12-01,盛香珍X亙美質珍,分享派對包,74.0,118.0,4747.0,23748.0,1.033,61.4,1,1135,True
2025-01-01,盛香珍X亙美質珍,分享派對包,65.2,115.0,4332.0,23563.0,1.025,51.4,1,1221,True
2025-02-01,盛香珍X亙美質珍,分享派對包,76.0,151.0,4824.0,24055.0,1.119,51.9,1,985,True
2025-03-01,盛香珍X亙美質珍,分享派對包,60.6,123.0,4344.0,19017.0,1.049,33.7,0,965,True
