month,company,offer_id,offer,category,channel,units_sold,capacity_units,price,unit_cost,repeat_rate,satisfaction,growth_rate,lead_time_days,is_service,is_synthetic
2025-10-01,盛香珍X亙美質珍,D2-03-03,分享派對包-方案1,分享派對包,活動,42,62,89,41,0.316,3.63,-0.024,11,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-03,分享派對包-方案1,分享派對包,活動,55,90,89,41,0.348,3.62,0.046,11,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-03,分享派對包-方案1,分享派對包,活動,52,72,89,41,0.291,4.02,0.017,13,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,65,87,100,52,0.332,4.06,0.05,18,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,79,100,100,52,0.409,3.72,0.057,15,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,64,88,100,52,0.351,3.73,0.094,18,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,65,82,100,52,0.358,4.09,0.036,16,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,74,101,100,52,0.357,3.65,0.011,17,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,58,77,100,52,0.367,4.03,-0.008,16,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,67,92,100,52,0.38,3.55,0.068,18,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,68,86,100,52,0.366,3.84,0.065,17,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,51,69,100,52,0.35,3.79,0.08,16,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,47,67,100,52,0.375,4.1,0.047,18,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,55,69,100,52,0.419,4.19,0.017,17,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-04,跨界聯名禮盒-方案1,跨界聯名禮盒,會員,66,85,100,52,0.334,3.67,0.016,15,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,82,103,110,37,0.43,4.51,0.083,19,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,104,127,110,37,0.418,4.23,0.099,22,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,95,114,110,37,0.466,4.39,0.055,19,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,100,119,110,37,0.484,4.54,0.066,23,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,105,132,110,37,0.412,3.84,0.111,20,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,102,128,110,37,0.518,4.23,0.11,23,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,98,112,110,37,0.466,4.13,0.058,19,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,100,109,110,37,0.44,3.97,0.11,19,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,78,94,110,37,0.405,4.18,0.111,19,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,73,86,110,37,0.428,3.94,0.097,20,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,77,99,110,37,0.45,4.19,0.076,21,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-05,經典小泡芙-方案2,經典小泡芙,線上,85,99,110,37,0.457,4.21,0.042,22,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,36,74,68,27,0.203,3.56,-0.067,7,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,47,84,68,27,0.119,3.48,-0.144,3,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,45,68,68,27,0.193,3.67,-0.078,3,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,43,75,68,27,0.148,3.56,-0.113,3,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,45,83,68,27,0.104,3.76,-0.09,4,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,41,69,68,27,0.179,3.24,-0.067,5,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,54,93,68,27,0.116,3.25,-0.092,3,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,24,43,68,27,0.195,3.34,-0.108,6,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,25,49,68,27,0.169,3.03,-0.011,5,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,34,58,68,27,0.173,3.4,-0.071,3,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,22,42,68,27,0.192,3.63,-0.107,4,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-06,限定風味小泡芙-方案2,限定風味小泡芙,門市,31,59,68,27,0.173,3.75,-0.028,7,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,53,90,79,36,0.211,3.78,-0.035,9,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,60,96,79,36,0.209,,-0.043,10,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,59,96,79,36,0.207,3.74,-0.046,11,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,52,87,79,36,0.23,3.88,0.02,7,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,55,83,79,36,0.255,3.72,-0.081,10,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,44,75,79,36,0.193,3.32,-0.025,10,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,59,88,79,36,0.211,3.64,0.051,8,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,51,85,79,36,0.262,3.5,-0.055,10,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,41,68,79,36,0.194,4.06,-0.012,8,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,29,46,79,36,0.261,3.39,-0.06,7,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,36,62,79,36,0.273,3.79,-0.053,8,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-07,分享派對包-方案2,分享派對包,活動,66,128,79,36,0.283,3.69,0.024,11,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,61,97,89,46,0.237,3.77,-0.039,11,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,65,92,89,46,0.248,3.61,0.014,14,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,51,74,89,46,0.286,3.7,-0.013,15,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,55,70,89,46,0.312,3.64,0.034,11,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,47,67,89,46,0.306,3.74,-0.01,12,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,56,71,89,46,0.38,3.58,0.01,15,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,64,87,89,46,0.327,3.6,0.043,14,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,61,91,89,46,0.253,3.64,0.041,14,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,43,59,89,46,0.306,3.71,0.019,14,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,41,62,89,46,0.245,3.48,-0.023,15,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,41,60,89,46,0.297,3.96,-0.042,15,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-08,跨界聯名禮盒-方案2,跨界聯名禮盒,會員,58,75,89,46,0.314,3.97,-0.022,14,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,76,99,100,34,0.354,4.11,0.022,17,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,94,125,100,34,0.371,3.93,0.068,15,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,91,122,100,34,0.326,3.74,0.061,18,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,79,104,100,34,0.312,4.1,0.035,17,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,86,120,100,34,0.396,4.03,0.072,16,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,82,109,100,34,0.357,3.96,0.064,17,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,70,87,100,34,0.382,3.99,-0.082,16,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,87,113,100,34,0.368,4.0,0.022,18,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,63,84,100,34,0.39,3.98,0.068,15,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,53,70,100,34,0.372,3.85,0.09,15,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,76,102,100,34,0.402,3.71,0.005,18,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-09,經典小泡芙-方案3,經典小泡芙,線上,80,102,100,34,0.337,3.82,0.012,19,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,92,106,110,44,0.46,4.05,0.095,22,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,127,158,110,44,0.462,3.68,0.11,22,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,93,112,110,44,0.453,3.99,0.082,22,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,97,117,110,44,0.437,4.01,0.097,23,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,110,133,110,44,0.426,4.07,0.034,20,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,89,101,110,44,0.502,3.83,0.076,19,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,108,128,110,44,0.37,4.05,0.087,20,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,101,129,110,44,0.377,4.43,0.074,19,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,84,97,110,44,0.445,4.57,0.023,19,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,87,102,110,44,0.496,3.86,0.103,20,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,100,121,110,44,0.436,4.13,0.104,21,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-10,限定風味小泡芙-方案3,限定風味小泡芙,門市,114,132,110,44,0.484,4.3,0.086,23,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,42,75,68,31,0.112,3.6,-0.098,7,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,38,64,68,31,0.196,3.51,-0.126,4,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,40,76,68,31,0.186,3.12,-0.09,4,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,29,54,68,31,0.184,3.51,-0.075,6,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,39,70,68,31,0.221,3.73,-0.092,4,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,29,47,68,31,0.11,3.58,-0.053,3,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,47,84,68,31,0.138,3.55,-0.123,3,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,32,56,68,31,0.15,3.28,-0.106,7,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,33,63,68,31,0.176,3.7,-0.035,6,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,20,39,68,31,0.133,3.39,-0.062,3,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,28,49,68,31,0.169,3.35,-0.103,3,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-11,分享派對包-方案3,分享派對包,活動,37,72,68,31,0.185,3.66,-0.084,4,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,51,73,79,41,0.206,3.5,0.003,11,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,59,103,79,41,0.289,3.34,-0.047,9,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,61,97,79,41,0.236,3.77,-0.084,11,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,57,92,79,41,0.187,3.38,-0.098,10,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,50,84,79,41,0.183,3.16,-0.06,9,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,46,73,79,41,0.207,3.5,-0.051,7,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,57,87,79,41,0.213,3.53,-0.069,11,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,54,94,79,41,0.225,3.3,-0.055,7,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,52,85,79,41,0.209,3.68,-0.074,10,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,34,60,79,41,0.225,,-0.043,11,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,34,55,79,41,0.225,3.75,-0.044,10,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-12,跨界聯名禮盒-方案3,跨界聯名禮盒,會員,43,67,79,41,0.234,3.46,-0.068,7,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,60,86,89,30,0.314,3.67,-0.001,11,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,67,94,89,30,0.275,3.91,-0.022,13,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,72,109,89,30,0.322,3.71,0.035,11,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,73,110,89,30,0.22,3.75,0.047,14,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,66,102,89,30,0.305,3.96,-0.014,14,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,60,90,89,30,0.28,4.03,0.004,15,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,70,88,89,30,0.297,3.62,-0.004,11,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,66,96,89,30,0.278,3.97,0.043,11,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,58,88,89,30,0.34,3.76,0.023,13,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,66,97,89,30,0.294,3.34,-0.027,15,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,50,71,89,30,0.291,3.52,-0.01,13,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-13,經典小泡芙-方案4,經典小泡芙,線上,53,79,89,30,0.315,3.57,0.012,13,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,61,74,100,40,0.405,3.68,0.044,18,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,80,107,100,40,0.358,3.82,0.068,17,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,78,116,100,40,0.391,4.19,0.066,16,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,80,114,100,40,0.416,4.32,0.009,16,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,74,99,100,40,0.414,4.01,0.047,19,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,76,106,100,40,0.362,,0.057,19,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,89,113,100,40,0.365,4.25,0.166,17,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,74,92,100,40,0.372,4.06,0.034,17,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,58,78,100,40,0.346,3.68,0.059,16,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,55,67,100,40,0.389,4.0,0.087,15,0,True
2025-11-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,45,56,100,40,0.34,3.97,-0.019,16,0,True
2025-12-01,盛香珍X亙美質珍,D2-03-14,限定風味小泡芙-方案4,限定風味小泡芙,門市,67,83,100,40,0.356,4.11,0.035,19,0,True
2025-01-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,100,121,110,51,0.392,4.45,0.091,22,0,True
2025-02-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,111,136,110,51,0.42,4.03,0.056,19,0,True
2025-03-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,106,134,110,51,0.387,3.95,0.096,20,0,True
2025-04-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,89,102,110,51,0.469,4.04,0.122,19,0,True
2025-05-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,104,126,110,51,0.469,4.3,0.06,23,0,True
2025-06-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,88,106,110,51,0.41,4.01,0.11,21,0,True
2025-07-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,111,125,110,51,0.439,4.31,0.088,23,0,True
2025-08-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,94,122,110,51,0.4,4.11,0.104,22,0,True
2025-09-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,85,98,110,51,0.433,4.26,0.122,21,0,True
2025-10-01,盛香珍X亙美質珍,D2-03-15,分享派對包-方案4,分享派對包,活動,87,104,110,51,0.42,4.03,0.054,23,0,True
