date,company,channel,audience_segment,creative_type,device,impression,clicked,visited,converted,spend,revenue,unit_margin_rate,is_synthetic
2025-11-03,盛香珍X亙美質珍,Email,高意圖,情境圖文,mobile,1,1,1,0,1.3,0.0,0.38,True
2025-11-04,盛香珍X亙美質珍,YouTube,高意圖,情境圖文,mobile,1,0,0,0,5.95,0.0,0.38,True
2025-11-05,盛香珍X亙美質珍,Meta,既有會員,情境圖文,mobile,1,0,0,0,4.16,0.0,0.38,True
2025-11-06,盛香珍X亙美質珍,Google,既有會員,情境圖文,desktop,1,0,0,0,6.89,0.0,0.38,True
2025-11-07,盛香珍X亙美質珍,LINE,既有會員,情境圖文,mobile,1,0,0,0,3.46,0.0,0.38,True
2025-11-08,盛香珍X亙美質珍,Email,既有會員,情境圖文,mobile,1,0,0,0,1.14,0.0,0.38,True
2025-11-09,盛香珍X亙美質珍,YouTube,既有會員,情境圖文,mobile,1,0,0,0,4.67,0.0,0.38,True
2025-11-10,盛香珍X亙美質珍,Meta,親子家庭,情境圖文,desktop,1,0,0,0,5.41,0.0,0.38,True
2025-11-11,盛香珍X亙美質珍,Google,親子家庭,情境圖文,desktop,1,1,1,0,6.02,0.0,0.38,True
2025-11-12,盛香珍X亙美質珍,LINE,親子家庭,情境圖文,mobile,1,0,0,0,3.36,0.0,0.38,True
2025-11-13,盛香珍X亙美質珍,Email,親子家庭,情境圖文,mobile,1,0,0,0,1.23,0.0,0.38,True
2025-11-14,盛香珍X亙美質珍,YouTube,親子家庭,情境圖文,mobile,1,0,0,0,4.43,0.0,0.38,True
2025-11-15,盛香珍X亙美質珍,Meta,年輕族群,情境圖文,mobile,1,0,0,0,5.32,0.0,0.38,True
2025-11-16,盛香珍X亙美質珍,Google,年輕族群,情境圖文,mobile,1,0,0,0,6.63,0.0,0.38,True
2025-11-17,盛香珍X亙美質珍,LINE,年輕族群,情境圖文,mobile,1,1,0,0,3.4,0.0,0.38,True
2025-11-18,盛香珍X亙美質珍,Email,年輕族群,情境圖文,mobile,1,0,0,0,1.06,0.0,0.38,True
2025-11-19,盛香珍X亙美質珍,YouTube,年輕族群,情境圖文,mobile,1,0,0,0,5.12,0.0,0.38,True
2025-11-20,盛香珍X亙美質珍,Meta,新客探索,優惠訊息,mobile,1,0,0,0,4.15,0.0,0.38,True
2025-11-21,盛香珍X亙美質珍,Google,新客探索,優惠訊息,mobile,1,0,0,0,5.87,0.0,0.38,True
2025-11-22,盛香珍X亙美質珍,LINE,新客探索,優惠訊息,mobile,1,1,1,0,3.67,0.0,0.38,True
2025-11-23,盛香珍X亙美質珍,Email,新客探索,優惠訊息,mobile,1,0,0,0,1.22,0.0,0.38,True
2025-11-24,盛香珍X亙美質珍,YouTube,新客探索,優惠訊息,mobile,1,0,0,0,6.22,0.0,0.38,True
2025-11-25,盛香珍X亙美質珍,Meta,高意圖,優惠訊息,mobile,1,0,0,0,4.8,0.0,0.38,True
2025-11-26,盛香珍X亙美質珍,Google,高意圖,優惠訊息,mobile,1,1,1,1,8.09,395.9,0.38,True
2025-11-27,盛香珍X亙美質珍,LINE,高意圖,優惠訊息,desktop,1,0,0,0,3.34,0.0,0.38,True
2025-11-28,盛香珍X亙美質珍,Email,高意圖,優惠訊息,mobile,1,0,0,0,1.15,0.0,0.38,True
2025-11-29,盛香珍X亙美質珍,YouTube,高意圖,優惠訊息,mobile,1,0,0,0,6.06,0.0,0.38,True
2025-11-30,盛香珍X亙美質珍,Meta,既有會員,優惠訊息,mobile,1,0,0,0,4.63,0.0,0.38,True
2025-12-01,盛香珍X亙美質珍,Google,既有會員,優惠訊息,mobile,1,0,0,0,5.98,0.0,0.38,True
2025-12-02,盛香珍X亙美質珍,LINE,既有會員,優惠訊息,mobile,1,1,0,0,3.35,0.0,0.38,True
2025-12-03,盛香珍X亙美質珍,Email,既有會員,優惠訊息,mobile,1,0,0,0,1.19,0.0,0.38,True
2025-12-04,盛香珍X亙美質珍,YouTube,既有會員,優惠訊息,mobile,1,0,0,0,4.45,0.0,0.38,True
2025-12-05,盛香珍X亙美質珍,Meta,親子家庭,優惠訊息,mobile,1,1,0,0,4.71,0.0,0.38,True
2025-12-06,盛香珍X亙美質珍,Google,親子家庭,優惠訊息,mobile,1,1,1,0,5.82,0.0,0.38,True
2025-12-07,盛香珍X亙美質珍,LINE,親子家庭,優惠訊息,mobile,1,0,0,0,3.95,0.0,0.38,True
2025-12-08,盛香珍X亙美質珍,Email,親子家庭,優惠訊息,desktop,1,0,0,0,0.98,0.0,0.38,True
2025-12-09,盛香珍X亙美質珍,YouTube,親子家庭,優惠訊息,mobile,1,0,0,0,4.52,0.0,0.38,True
2025-12-10,盛香珍X亙美質珍,Meta,年輕族群,優惠訊息,mobile,1,0,0,0,4.78,0.0,0.38,True
2025-12-11,盛香珍X亙美質珍,Google,年輕族群,優惠訊息,desktop,1,0,0,0,7.82,0.0,0.38,True
2025-12-12,盛香珍X亙美質珍,LINE,年輕族群,優惠訊息,mobile,1,1,0,0,3.35,0.0,0.38,True
2025-12-13,盛香珍X亙美質珍,Email,年輕族群,優惠訊息,mobile,1,0,0,0,1.42,0.0,0.38,True
2025-12-14,盛香珍X亙美質珍,YouTube,年輕族群,優惠訊息,mobile,1,1,0,0,5.42,0.0,0.38,True
2025-12-15,盛香珍X亙美質珍,Meta,新客探索,知識內容,mobile,1,0,0,0,4.94,0.0,0.38,True
2025-12-16,盛香珍X亙美質珍,Google,新客探索,知識內容,mobile,1,0,0,0,5.8,0.0,0.38,True
2025-12-17,盛香珍X亙美質珍,LINE,新客探索,知識內容,desktop,1,0,0,0,3.42,0.0,0.38,True
2025-12-18,盛香珍X亙美質珍,Email,新客探索,知識內容,desktop,1,0,0,0,1.03,0.0,0.38,True
2025-12-19,盛香珍X亙美質珍,YouTube,新客探索,知識內容,mobile,1,0,0,0,4.66,0.0,0.38,True
2025-12-20,盛香珍X亙美質珍,Meta,高意圖,知識內容,mobile,1,0,0,0,5.54,0.0,0.38,True
2025-12-21,盛香珍X亙美質珍,Google,高意圖,知識內容,mobile,1,0,0,0,8.41,0.0,0.38,True
2025-12-22,盛香珍X亙美質珍,LINE,高意圖,知識內容,mobile,1,1,1,0,3.29,0.0,0.38,True
2025-12-23,盛香珍X亙美質珍,Email,高意圖,知識內容,mobile,1,0,0,0,1.4,0.0,0.38,True
2025-12-24,盛香珍X亙美質珍,YouTube,高意圖,知識內容,desktop,1,0,0,0,6.4,0.0,0.38,True
2025-12-25,盛香珍X亙美質珍,Meta,既有會員,知識內容,mobile,1,0,0,0,4.9,0.0,0.38,True
2025-12-26,盛香珍X亙美質珍,Google,既有會員,知識內容,mobile,1,0,0,0,6.3,0.0,0.38,True
2025-12-27,盛香珍X亙美質珍,LINE,既有會員,知識內容,mobile,1,0,0,0,4.14,0.0,0.38,True
2025-12-28,盛香珍X亙美質珍,Email,既有會員,知識內容,mobile,1,0,0,0,0.99,0.0,0.38,True
2025-12-29,盛香珍X亙美質珍,YouTube,既有會員,知識內容,mobile,1,1,0,0,5.58,0.0,0.38,True
2025-10-01,盛香珍X亙美質珍,Meta,親子家庭,知識內容,mobile,1,0,0,0,4.65,0.0,0.38,True
2025-10-02,盛香珍X亙美質珍,Google,親子家庭,知識內容,mobile,1,1,1,0,6.2,0.0,0.38,True
2025-10-03,盛香珍X亙美質珍,LINE,親子家庭,知識內容,mobile,1,1,1,0,4.04,0.0,0.38,True
2025-10-04,盛香珍X亙美質珍,Email,親子家庭,知識內容,mobile,1,0,0,0,1.25,0.0,0.38,True
2025-10-05,盛香珍X亙美質珍,YouTube,親子家庭,知識內容,mobile,1,1,0,0,4.67,0.0,0.38,True
2025-10-06,盛香珍X亙美質珍,Meta,年輕族群,知識內容,mobile,1,0,0,0,4.0,0.0,0.38,True
2025-10-07,盛香珍X亙美質珍,Google,年輕族群,知識內容,mobile,1,0,0,0,8.2,0.0,0.38,True
2025-10-08,盛香珍X亙美質珍,LINE,年輕族群,知識內容,mobile,1,0,0,0,3.99,0.0,0.38,True
2025-10-09,盛香珍X亙美質珍,Email,年輕族群,知識內容,mobile,1,0,0,0,1.18,0.0,0.38,True
2025-10-10,盛香珍X亙美質珍,YouTube,年輕族群,知識內容,mobile,1,0,0,0,4.53,0.0,0.38,True
2025-10-11,盛香珍X亙美質珍,Meta,新客探索,短影音,mobile,1,0,0,0,4.63,0.0,0.38,True
2025-10-12,盛香珍X亙美質珍,Google,新客探索,短影音,desktop,1,0,0,0,6.01,0.0,0.38,True
2025-10-13,盛香珍X亙美質珍,LINE,新客探索,短影音,mobile,1,0,0,0,3.36,0.0,0.38,True
2025-10-14,盛香珍X亙美質珍,Email,新客探索,短影音,mobile,1,0,0,0,1.05,0.0,0.38,True
2025-10-15,盛香珍X亙美質珍,YouTube,新客探索,短影音,mobile,1,0,0,0,6.08,0.0,0.38,True
2025-10-16,盛香珍X亙美質珍,Meta,高意圖,短影音,mobile,1,0,0,0,5.76,0.0,0.38,True
2025-10-17,盛香珍X亙美質珍,Google,高意圖,短影音,mobile,1,0,0,0,7.68,0.0,0.38,True
2025-10-18,盛香珍X亙美質珍,LINE,高意圖,短影音,mobile,1,0,0,0,4.23,0.0,0.38,True
2025-10-19,盛香珍X亙美質珍,Email,高意圖,短影音,desktop,1,0,0,0,1.32,0.0,0.38,True
2025-10-20,盛香珍X亙美質珍,YouTube,高意圖,短影音,mobile,1,0,0,0,6.49,0.0,0.38,True
2025-10-21,盛香珍X亙美質珍,Meta,既有會員,短影音,mobile,1,1,1,0,4.55,0.0,0.38,True
2025-10-22,盛香珍X亙美質珍,Google,既有會員,短影音,mobile,1,1,1,0,6.87,0.0,0.38,True
2025-10-23,盛香珍X亙美質珍,LINE,既有會員,短影音,mobile,1,1,1,0,3.35,0.0,0.38,True
2025-10-24,盛香珍X亙美質珍,Email,既有會員,短影音,mobile,1,0,0,0,1.05,0.0,0.38,True
2025-10-25,盛香珍X亙美質珍,YouTube,既有會員,短影音,mobile,1,0,0,0,5.36,0.0,0.38,True
2025-10-26,盛香珍X亙美質珍,Meta,親子家庭,短影音,mobile,1,1,0,0,4.67,0.0,0.38,True
2025-10-27,盛香珍X亙美質珍,Google,親子家庭,短影音,mobile,1,0,0,0,8.48,0.0,0.38,True
2025-10-28,盛香珍X亙美質珍,LINE,親子家庭,短影音,mobile,1,0,0,0,4.15,0.0,0.38,True
2025-10-29,盛香珍X亙美質珍,Email,親子家庭,短影音,mobile,1,0,0,0,1.41,0.0,0.38,True
2025-10-30,盛香珍X亙美質珍,YouTube,親子家庭,短影音,mobile,1,0,0,0,4.94,0.0,0.38,True
2025-10-31,盛香珍X亙美質珍,Meta,年輕族群,短影音,desktop,1,0,0,0,5.4,0.0,0.38,True
2025-11-01,盛香珍X亙美質珍,Google,年輕族群,短影音,mobile,1,0,0,0,8.32,0.0,0.38,True
2025-11-02,盛香珍X亙美質珍,LINE,年輕族群,短影音,mobile,1,0,0,0,3.09,0.0,0.38,True
2025-11-03,盛香珍X亙美質珍,Email,年輕族群,短影音,mobile,1,0,0,0,1.42,0.0,0.38,True
2025-11-04,盛香珍X亙美質珍,YouTube,年輕族群,短影音,mobile,1,0,0,0,6.22,0.0,0.38,True
2025-11-05,盛香珍X亙美質珍,Meta,新客探索,情境圖文,mobile,1,0,0,0,5.53,0.0,0.38,True
2025-11-06,盛香珍X亙美質珍,Google,新客探索,情境圖文,mobile,1,0,0,0,8.0,0.0,0.38,True
2025-11-07,盛香珍X亙美質珍,LINE,新客探索,情境圖文,mobile,1,0,0,0,4.01,0.0,0.38,True
2025-11-08,盛香珍X亙美質珍,Email,新客探索,情境圖文,mobile,1,1,1,1,1.15,394.4,0.38,True
2025-11-09,盛香珍X亙美質珍,YouTube,新客探索,情境圖文,mobile,1,0,0,0,4.45,0.0,0.38,True
2025-11-10,盛香珍X亙美質珍,Meta,高意圖,情境圖文,mobile,1,0,0,0,4.91,0.0,0.38,True
2025-11-11,盛香珍X亙美質珍,Google,高意圖,情境圖文,mobile,1,0,0,0,6.19,0.0,0.38,True
2025-11-12,盛香珍X亙美質珍,LINE,高意圖,情境圖文,mobile,1,0,0,0,2.99,0.0,0.38,True
2025-11-13,盛香珍X亙美質珍,Email,高意圖,情境圖文,desktop,1,0,0,0,1.01,0.0,0.38,True
2025-11-14,盛香珍X亙美質珍,YouTube,高意圖,情境圖文,mobile,1,0,0,0,6.23,0.0,0.38,True
2025-11-15,盛香珍X亙美質珍,Meta,既有會員,情境圖文,desktop,1,0,0,0,5.52,0.0,0.38,True
2025-11-16,盛香珍X亙美質珍,Google,既有會員,情境圖文,mobile,1,0,0,0,6.91,0.0,0.38,True
2025-11-17,盛香珍X亙美質珍,LINE,既有會員,情境圖文,mobile,1,0,0,0,2.96,0.0,0.38,True
2025-11-18,盛香珍X亙美質珍,Email,既有會員,情境圖文,mobile,1,0,0,0,1.03,0.0,0.38,True
2025-11-19,盛香珍X亙美質珍,YouTube,既有會員,情境圖文,mobile,1,0,0,0,6.51,0.0,0.38,True
2025-11-20,盛香珍X亙美質珍,Meta,親子家庭,情境圖文,desktop,1,0,0,0,4.15,0.0,0.38,True
2025-11-21,盛香珍X亙美質珍,Google,親子家庭,情境圖文,mobile,1,0,0,0,7.08,0.0,0.38,True
2025-11-22,盛香珍X亙美質珍,LINE,親子家庭,情境圖文,mobile,1,0,0,0,4.18,0.0,0.38,True
2025-11-23,盛香珍X亙美質珍,Email,親子家庭,情境圖文,desktop,1,0,0,0,1.06,0.0,0.38,True
2025-11-24,盛香珍X亙美質珍,YouTube,親子家庭,情境圖文,mobile,1,0,0,0,5.51,0.0,0.38,True
2025-11-25,盛香珍X亙美質珍,Meta,年輕族群,情境圖文,mobile,1,0,0,0,4.7,0.0,0.38,True
2025-11-26,盛香珍X亙美質珍,Google,年輕族群,情境圖文,mobile,1,0,0,0,7.37,0.0,0.38,True
2025-11-27,盛香珍X亙美質珍,LINE,年輕族群,情境圖文,desktop,1,0,0,0,3.3,0.0,0.38,True
2025-11-28,盛香珍X亙美質珍,Email,年輕族群,情境圖文,mobile,1,0,0,0,1.25,0.0,0.38,True
2025-11-29,盛香珍X亙美質珍,YouTube,年輕族群,情境圖文,desktop,1,0,0,0,4.78,0.0,0.38,True
2025-11-30,盛香珍X亙美質珍,Meta,新客探索,優惠訊息,mobile,1,0,0,0,5.38,0.0,0.38,True
2025-12-01,盛香珍X亙美質珍,Google,新客探索,優惠訊息,mobile,1,1,1,0,6.42,0.0,0.38,True
2025-12-02,盛香珍X亙美質珍,LINE,新客探索,優惠訊息,desktop,1,0,0,0,3.15,0.0,0.38,True
2025-12-03,盛香珍X亙美質珍,Email,新客探索,優惠訊息,mobile,1,0,0,0,1.0,0.0,0.38,True
2025-12-04,盛香珍X亙美質珍,YouTube,新客探索,優惠訊息,desktop,1,0,0,0,5.58,0.0,0.38,True
2025-12-05,盛香珍X亙美質珍,Meta,高意圖,優惠訊息,mobile,1,0,0,0,4.46,0.0,0.38,True
2025-12-06,盛香珍X亙美質珍,Google,高意圖,優惠訊息,mobile,1,0,0,0,6.31,0.0,0.38,True
2025-12-07,盛香珍X亙美質珍,LINE,高意圖,優惠訊息,mobile,1,0,0,0,3.84,0.0,0.38,True
2025-12-08,盛香珍X亙美質珍,Email,高意圖,優惠訊息,mobile,1,0,0,0,1.33,0.0,0.38,True
2025-12-09,盛香珍X亙美質珍,YouTube,高意圖,優惠訊息,mobile,1,0,0,0,4.45,0.0,0.38,True
2025-12-10,盛香珍X亙美質珍,Meta,既有會員,優惠訊息,mobile,1,0,0,0,4.17,0.0,0.38,True
2025-12-11,盛香珍X亙美質珍,Google,既有會員,優惠訊息,mobile,1,0,0,0,5.97,0.0,0.38,True
2025-12-12,盛香珍X亙美質珍,LINE,既有會員,優惠訊息,mobile,1,0,0,0,4.27,0.0,0.38,True
2025-12-13,盛香珍X亙美質珍,Email,既有會員,優惠訊息,desktop,1,0,0,0,1.16,0.0,0.38,True
2025-12-14,盛香珍X亙美質珍,YouTube,既有會員,優惠訊息,mobile,1,0,0,0,5.21,0.0,0.38,True
2025-12-15,盛香珍X亙美質珍,Meta,親子家庭,優惠訊息,mobile,1,0,0,0,5.26,0.0,0.38,True
2025-12-16,盛香珍X亙美質珍,Google,親子家庭,優惠訊息,mobile,1,0,0,0,7.64,0.0,0.38,True
2025-12-17,盛香珍X亙美質珍,LINE,親子家庭,優惠訊息,desktop,1,0,0,0,3.33,0.0,0.38,True
2025-12-18,盛香珍X亙美質珍,Email,親子家庭,優惠訊息,mobile,1,0,0,0,1.11,0.0,0.38,True
2025-12-19,盛香珍X亙美質珍,YouTube,親子家庭,優惠訊息,desktop,1,1,0,0,5.3,0.0,0.38,True
2025-12-20,盛香珍X亙美質珍,Meta,年輕族群,優惠訊息,mobile,1,0,0,0,4.39,0.0,0.38,True
2025-12-21,盛香珍X亙美質珍,Google,年輕族群,優惠訊息,desktop,1,0,0,0,6.25,0.0,0.38,True
2025-12-22,盛香珍X亙美質珍,LINE,年輕族群,優惠訊息,mobile,1,0,0,0,3.21,0.0,0.38,True
2025-12-23,盛香珍X亙美質珍,Email,年輕族群,優惠訊息,mobile,1,0,0,0,0.99,0.0,0.38,True
2025-12-24,盛香珍X亙美質珍,YouTube,年輕族群,優惠訊息,mobile,1,0,0,0,5.6,0.0,0.38,True
2025-12-25,盛香珍X亙美質珍,Meta,新客探索,知識內容,mobile,1,0,0,0,4.14,0.0,0.38,True
2025-12-26,盛香珍X亙美質珍,Google,新客探索,知識內容,desktop,1,0,0,0,7.5,0.0,0.38,True
2025-12-27,盛香珍X亙美質珍,LINE,新客探索,知識內容,mobile,1,0,0,0,3.14,0.0,0.38,True
2025-12-28,盛香珍X亙美質珍,Email,新客探索,知識內容,mobile,1,0,0,0,1.43,0.0,0.38,True
2025-12-29,盛香珍X亙美質珍,YouTube,新客探索,知識內容,mobile,1,0,0,0,5.22,0.0,0.38,True
2025-10-01,盛香珍X亙美質珍,Meta,高意圖,知識內容,mobile,1,0,0,0,5.74,0.0,0.38,True
2025-10-02,盛香珍X亙美質珍,Google,高意圖,知識內容,mobile,1,0,0,0,6.35,0.0,0.38,True
2025-10-03,盛香珍X亙美質珍,LINE,高意圖,知識內容,desktop,1,0,0,0,3.59,0.0,0.38,True
2025-10-04,盛香珍X亙美質珍,Email,高意圖,知識內容,mobile,1,0,0,0,1.02,0.0,0.38,True
2025-10-05,盛香珍X亙美質珍,YouTube,高意圖,知識內容,mobile,1,0,0,0,4.91,0.0,0.38,True
2025-10-06,盛香珍X亙美質珍,Meta,既有會員,知識內容,mobile,1,0,0,0,4.48,0.0,0.38,True
2025-10-07,盛香珍X亙美質珍,Google,既有會員,知識內容,mobile,1,0,0,0,6.8,0.0,0.38,True
2025-10-08,盛香珍X亙美質珍,LINE,既有會員,知識內容,desktop,1,0,0,0,3.47,0.0,0.38,True
2025-10-09,盛香珍X亙美質珍,Email,既有會員,知識內容,desktop,1,0,0,0,1.03,0.0,0.38,True
2025-10-10,盛香珍X亙美質珍,YouTube,既有會員,知識內容,mobile,1,0,0,0,5.77,0.0,0.38,True
2025-10-11,盛香珍X亙美質珍,Meta,親子家庭,知識內容,mobile,1,1,0,0,5.49,0.0,0.38,True
2025-10-12,盛香珍X亙美質珍,Google,親子家庭,知識內容,mobile,1,0,0,0,7.13,0.0,0.38,True
2025-10-13,盛香珍X亙美質珍,LINE,親子家庭,知識內容,mobile,1,0,0,0,3.2,0.0,0.38,True
2025-10-14,盛香珍X亙美質珍,Email,親子家庭,知識內容,mobile,1,1,1,0,1.32,0.0,0.38,True
2025-10-15,盛香珍X亙美質珍,YouTube,親子家庭,知識內容,mobile,1,0,0,0,6.23,0.0,0.38,True
2025-10-16,盛香珍X亙美質珍,Meta,年輕族群,知識內容,mobile,1,0,0,0,5.48,0.0,0.38,True
2025-10-17,盛香珍X亙美質珍,Google,年輕族群,知識內容,mobile,1,1,0,0,8.14,0.0,0.38,True
2025-10-18,盛香珍X亙美質珍,LINE,年輕族群,知識內容,mobile,1,0,0,0,2.95,0.0,0.38,True
2025-10-19,盛香珍X亙美質珍,Email,年輕族群,知識內容,mobile,1,0,0,0,0.99,0.0,0.38,True
2025-10-20,盛香珍X亙美質珍,YouTube,年輕族群,知識內容,desktop,1,0,0,0,4.76,0.0,0.38,True
2025-10-21,盛香珍X亙美質珍,Meta,新客探索,短影音,mobile,1,0,0,0,4.8,0.0,0.38,True
2025-10-22,盛香珍X亙美質珍,Google,新客探索,短影音,mobile,1,0,0,0,6.06,0.0,0.38,True
2025-10-23,盛香珍X亙美質珍,LINE,新客探索,短影音,mobile,1,0,0,0,3.03,0.0,0.38,True
2025-10-24,盛香珍X亙美質珍,Email,新客探索,短影音,mobile,1,0,0,0,0.99,0.0,0.38,True
2025-10-25,盛香珍X亙美質珍,YouTube,新客探索,短影音,mobile,1,0,0,0,5.49,0.0,0.38,True
2025-10-26,盛香珍X亙美質珍,Meta,高意圖,短影音,desktop,1,0,0,0,5.06,0.0,0.38,True
2025-10-27,盛香珍X亙美質珍,Google,高意圖,短影音,mobile,1,0,0,0,7.58,0.0,0.38,True
2025-10-28,盛香珍X亙美質珍,LINE,高意圖,短影音,desktop,1,0,0,0,3.09,0.0,0.38,True
2025-10-29,盛香珍X亙美質珍,Email,高意圖,短影音,mobile,1,0,0,0,1.3,0.0,0.38,True
2025-10-30,盛香珍X亙美質珍,YouTube,高意圖,短影音,mobile,1,0,0,0,5.1,0.0,0.38,True
2025-10-31,盛香珍X亙美質珍,Meta,既有會員,短影音,mobile,1,0,0,0,3.87,0.0,0.38,True
2025-11-01,盛香珍X亙美質珍,Google,既有會員,短影音,desktop,1,0,0,0,8.27,0.0,0.38,True
2025-11-02,盛香珍X亙美質珍,LINE,既有會員,短影音,mobile,1,0,0,0,3.82,0.0,0.38,True
2025-11-03,盛香珍X亙美質珍,Email,既有會員,短影音,desktop,1,0,0,0,1.39,0.0,0.38,True
2025-11-04,盛香珍X亙美質珍,YouTube,既有會員,短影音,mobile,1,0,0,0,4.44,0.0,0.38,True
2025-11-05,盛香珍X亙美質珍,Meta,親子家庭,短影音,mobile,1,0,0,0,4.91,0.0,0.38,True
2025-11-06,盛香珍X亙美質珍,Google,親子家庭,短影音,mobile,1,0,0,0,5.99,0.0,0.38,True
2025-11-07,盛香珍X亙美質珍,LINE,親子家庭,短影音,mobile,1,0,0,0,4.01,0.0,0.38,True
2025-11-08,盛香珍X亙美質珍,Email,親子家庭,短影音,mobile,1,0,0,0,1.21,0.0,0.38,True
2025-11-09,盛香珍X亙美質珍,YouTube,親子家庭,短影音,mobile,1,0,0,0,5.29,0.0,0.38,True
2025-11-10,盛香珍X亙美質珍,Meta,年輕族群,短影音,mobile,1,0,0,0,4.7,0.0,0.38,True
2025-11-11,盛香珍X亙美質珍,Google,年輕族群,短影音,mobile,1,0,0,0,7.48,0.0,0.38,True
2025-11-12,盛香珍X亙美質珍,LINE,年輕族群,短影音,mobile,1,0,0,0,3.67,0.0,0.38,True
2025-11-13,盛香珍X亙美質珍,Email,年輕族群,短影音,mobile,1,0,0,0,1.02,0.0,0.38,True
2025-11-14,盛香珍X亙美質珍,YouTube,年輕族群,短影音,desktop,1,0,0,0,5.26,0.0,0.38,True
2025-11-15,盛香珍X亙美質珍,Meta,新客探索,情境圖文,mobile,1,0,0,0,4.44,0.0,0.38,True
2025-11-16,盛香珍X亙美質珍,Google,新客探索,情境圖文,mobile,1,0,0,0,8.36,0.0,0.38,True
2025-11-17,盛香珍X亙美質珍,LINE,新客探索,情境圖文,mobile,1,0,0,0,2.91,0.0,0.38,True
2025-11-18,盛香珍X亙美質珍,Email,新客探索,情境圖文,desktop,1,1,0,0,1.09,0.0,0.38,True
